,Type,DCLX009B,DCLX009C,DCLX003C,DCLX004A,DCLX005C,DCLX005D,DCLX007B,DCLX007C,DCLX011A,DCLX011B,DCLX008C,DCLX009A,DCLX003A,DCLX003B,DCLX004B,DCLX004C,DCLX005E,DCLX007A,DCLX008A,DCLX008B,DCLX012A,DCLX012B,DCLX003F,DCLX003G,DCLX008E,DCLX009D,DCLX005A,DCLX005B,DCLX006B,DCLX006C,DCLX010A,DCLX010B,DCLX012C,DCLX012D,DCLX003D,DCLX003E,DCLX007E,DCLX008D,DCLX004D,DCLX004E,DCLX006A,DCLX006D,DCLX007D,DCLX009E,DCLX010C,DCLX010D,DCLX011C,DCLX011D
Acremonium_persicinum3_1556|g4053.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13379039,0,0.051036173,0,0.012469286,0,0,0,0,0,0,0.137597027,0.096252989,0.638361877,0.099758322,1.003883405,1.121346464,0,0.024434143,0,0,0,0,0,0.019058477
Acremonium_persicinum3_2854|g10871.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471403406,0.093155028,0.128552589,0.035577782,0,0,0,0.036832983,0,0,0,0,0,0.133214639,0.52024805,0.04642335,0.87723068,0.408921938,0.043759469,0,0.062766498,0,0,0,0,0.041222273
Acremonium_persicinum_MAG|g1679.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025129957,0,0,0,0,0,0.459888208,1.181433312,0.815180425,0.763591535,0,0.421504956,0,0.017966623,0.036265676,0.044080844,0.034731323,0,0.105106487,0.324901351,2.39268716,0.181157376,9.030518728,2.368960837,0.213452679,0.120926797,0.091849906,0.072493938,0.083732345,0,0.037071193,0.080430634
Acremonium_persicinum3_2854|g15781.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059810957,0,0,0,0,0,0,1.427615053,1.481098724,0.145992484,0.24242633,0,0.061334215,0,0,0,0,0,0,0,0,0.168807636,0.210885216,1.096081974,0.315166421,0.19878413,0,0,0,0,0,0,0.093629262
Acremonium_persicinumA3_2857|g14828.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327598452,0,0,0.148347162,0,0.056298072,0,0,0,0,0,0,0.224615822,0,0,0,0.914620778,0,0,0,0.196286095,0.077460897,0,0,0,0
Acremonium_persicinumA3_2857|g11841.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121977859,0.497374021,0,0,0,0.069519884,0,0.018542234,0,0,0,0,0,0,0.526344336,0.118673662,0.391919015,0.448107392,0,0.007612863,0.055832827,0,0,0,0,0.023034569
Acremonium_persicinum3_2854|g6683.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0.112533307,0,0,0,0,0,0,0,0,0,0,0,7.599457598,11.03005778,7.682800436,1.214237811,0.054666552,0.270201361,0,0,0,0,0,0,2.515423637,3.665633426,16.36296483,2.012903514,32.06414174,16.86493823,1.313583518,0.206716969,0.209349067,0.123923957,0.071567664,0.086121214,0.506967514,0.412473758
Acremonium_persicinum3_1579|g10058.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758518794,0.14989251,0.232705678,0.343481813,0,0.130352099,0,0.014816667,0,0.018176237,0,0.005803435,0,0.133969396,0.687628543,0.074698194,1.403668163,0.418634655,0.070411838,0.062328495,0.151493077,0,0,0.020773546,0,0
Acremonium_persicinum3_3503|g9453.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034510718,0,0,0,0,0,0,0,0,0,0,0.056066254,0,0,0,0,0,0,0,0,0
Acremonium_persicinum3_2854|g9127.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198943551,0.222389371,0.292071482,0.050722532,0,0,0,0,0,0,0,0,0,0.283217519,0.593703507,0.019328083,0.563652737,0.081534067,0.074566136,0,0.039804755,0.021103791,0,0.058664495,0,0
Acremonium_persicinum3_2854|g14713.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acremonium_persicinumA3_2857|g9590.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068219662,0,0.039636841,0,0,0,0,0,0,0,0,0,0,0.531178333,0.102036685,0.04195394,0,0,0,0,0,0,0
Acremonium_persicinumA3_2857|g16197.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.249518178,5.680910578,6.476170056,2.169654183,0,0.143198001,0,0.048830448,0,0.119804784,0.09439426,0,4.284942903,1.766061286,10.05000812,0.369267889,15.1216037,10.85340741,0.464104581,0,0.083211187,0.295540641,0,0.136924392,0.403014632,0.54649445
Acremonium_persicinumA3_2857|g11165.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128811963,0,0,0.174990654,0,0.066409336,0,0,0.030473403,0,0,0.011826501,0,0.1638053,0.304626138,0,0.755222148,0.39811914,0.035872099,0,0,0,0,0,0.06230053,0.033792216
Acremonium_persicinum_MAG|g5738.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098490342,0,0.135883304,0,1.363556957,0.317120243,0,0,0,0,0,0,0,0
Acremonium_persicinumA3_2857|g13747.t1,NRPS,0,0,0,0,0,0,0,0,0.028144388,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422318673,1.686404483,1.329836429,1.748195,0.06358098,0.17459048,0,0,0.096137676,0,0,0,0.139314838,0.086128992,4.324663746,0.180088151,8.282299874,3.588539085,0.45267806,0.160284085,0.527556119,0.096088087,0.055492094,0,0.245682613,0
Acremonium_persicinumA3_2857|g8927.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098295571,0,0,0.133534229,0,0.168921773,0,0.034561345,0,0,0,0,0,0.083332505,0.464916445,0.029040157,2.222891117,0.390602731,0,0,0,0.046484121,0,0.064608475,0.023770564,0
Acremonium_persicinumA3_2857|g13702.t1,NRPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407751981,0.120865103,0.750564406,0.461608173,0,0.280290097,0,0,0,0,0.184763587,0,0.139786293,0.086420461,2.21786384,0.060232529,2.846002727,2.610495205,0.227104983,0.040206625,0,0.096413258,0,0.067002596,0.147908416,0.10696866
