#OTUID,Treatment,Week,Habitat,Content,Group,Batch3,Batch2
1724,Post_flowering drought,14,Root,0.848939988,Pathogen,Y16-P1,Y2016
1725,Post_flowering drought,15,Root,0.843826918,Pathogen,Y16-P1,Y2016
1726,Post_flowering drought,15,Root,0.854900918,Pathogen,Y16-P1,Y2016
1727,Post_flowering drought,15,Root,0.873705465,Pathogen,Y16-P1,Y2016
1728,Post_flowering drought,15,Root,0.783000751,Pathogen,Y16-P1,Y2016
1729,Post_flowering drought,15,Root,0.92207854,Pathogen,Y16-P1,Y2016
1730,Post_flowering drought,16,Root,0.801803194,Pathogen,Y16-P1,Y2016
1731,Post_flowering drought,16,Root,0.740628241,Pathogen,Y16-P1,Y2016
1732,Post_flowering drought,16,Root,0.851748952,Pathogen,Y16-P1,Y2016
1733,Post_flowering drought,16,Root,0.812235363,Pathogen,Y16-P1,Y2016
1734,Post_flowering drought,16,Root,0.759004554,Pathogen,Y16-P1,Y2016
1735,Post_flowering drought,16,Root,0.778269993,Pathogen,Y16-P1,Y2016
1736,Post_flowering drought,17,Root,0.71896415,Pathogen,Y16-P1,Y2016
1737,Post_flowering drought,17,Root,0.818576249,Pathogen,Y16-P1,Y2016
1738,Post_flowering drought,17,Root,0.768939914,Pathogen,Y16-P1,Y2016
1739,Post_flowering drought,17,Root,0.852000731,Pathogen,Y16-P1,Y2016
1740,Post_flowering drought,17,Root,0.745678132,Pathogen,Y16-P1,Y2016
1741,Post_flowering drought,17,Root,0.79059633,Pathogen,Y16-P1,Y2016
1850,Post_flowering drought,0,Soil,0.308829576,Pathogen,Y16-P1,Y2016
1851,Post_flowering drought,0,Soil,0.404622137,Pathogen,Y16-P1,Y2016
1852,Post_flowering drought,0,Soil,0.344506415,Pathogen,Y16-P1,Y2016
1853,Post_flowering drought,0,Soil,0.311096683,Pathogen,Y16-P1,Y2016
1854,Post_flowering drought,0,Soil,0.330090249,Pathogen,Y16-P1,Y2016
1855,Post_flowering drought,0,Soil,0.321968785,Pathogen,Y16-P1,Y2016
1856,Post_flowering drought,8,Soil,0.45432754,Pathogen,Y16-P1,Y2016
1857,Post_flowering drought,8,Soil,0.338988436,Pathogen,Y16-P1,Y2016
1858,Post_flowering drought,8,Soil,0.215244907,Pathogen,Y16-P1,Y2016
1859,Post_flowering drought,8,Soil,0.36850642,Pathogen,Y16-P1,Y2016
1860,Post_flowering drought,8,Soil,0.370495495,Pathogen,Y16-P1,Y2016
1861,Post_flowering drought,8,Soil,0.342817431,Pathogen,Y16-P1,Y2016
1862,Post_flowering drought,9,Soil,0.390259221,Pathogen,Y16-P1,Y2016
1863,Post_flowering drought,9,Soil,0.334965911,Pathogen,Y16-P1,Y2016
1864,Post_flowering drought,9,Soil,0.280268501,Pathogen,Y16-P1,Y2016
1865,Post_flowering drought,9,Soil,0.305027256,Pathogen,Y16-P1,Y2016
1866,Post_flowering drought,9,Soil,0.402833834,Pathogen,Y16-P1,Y2016
1867,Post_flowering drought,9,Soil,0.422210902,Pathogen,Y16-P1,Y2016
1868,Post_flowering drought,10,Soil,0.386741626,Pathogen,Y16-P1,Y2016
1869,Post_flowering drought,10,Soil,0.463739451,Pathogen,Y16-P1,Y2016
1870,Post_flowering drought,10,Soil,0.365877437,Pathogen,Y16-P1,Y2016
1871,Post_flowering drought,10,Soil,0.393530311,Pathogen,Y16-P1,Y2016
1872,Post_flowering drought,10,Soil,0.429630488,Pathogen,Y16-P1,Y2016
1873,Post_flowering drought,10,Soil,0.362712924,Pathogen,Y16-P1,Y2016
1874,Post_flowering drought,11,Soil,0.281158074,Pathogen,Y16-P1,Y2016
1875,Post_flowering drought,11,Soil,0.327805695,Pathogen,Y16-P1,Y2016
1876,Post_flowering drought,11,Soil,0.415346924,Pathogen,Y16-P1,Y2016
1877,Post_flowering drought,11,Soil,0.351322373,Pathogen,Y16-P1,Y2016
1878,Post_flowering drought,11,Soil,0.323570943,Pathogen,Y16-P1,Y2016
1879,Post_flowering drought,11,Soil,0.374228924,Pathogen,Y16-P1,Y2016
1880,Post_flowering drought,12,Soil,0.458594056,Pathogen,Y16-P1,Y2016
1881,Post_flowering drought,12,Soil,0.38567516,Pathogen,Y16-P1,Y2016
1882,Post_flowering drought,12,Soil,0.27567035,Pathogen,Y16-P1,Y2016
1883,Post_flowering drought,12,Soil,0.323420699,Pathogen,Y16-P1,Y2016
1884,Post_flowering drought,12,Soil,0.48431292,Pathogen,Y16-P1,Y2016
1885,Post_flowering drought,12,Soil,0.386706259,Pathogen,Y16-P1,Y2016
1886,Post_flowering drought,13,Soil,0.360628396,Pathogen,Y16-P1,Y2016
1887,Post_flowering drought,13,Soil,0.297330765,Pathogen,Y16-P1,Y2016
1888,Post_flowering drought,13,Soil,0.301443512,Pathogen,Y16-P1,Y2016
1889,Post_flowering drought,13,Soil,0.240173627,Pathogen,Y16-P1,Y2016
1890,Post_flowering drought,13,Soil,0.34713417,Pathogen,Y16-P1,Y2016
1891,Post_flowering drought,14,Soil,0.269655143,Pathogen,Y16-P1,Y2016
1892,Post_flowering drought,14,Soil,0.339390099,Pathogen,Y16-P1,Y2016
1893,Post_flowering drought,14,Soil,0.230851509,Pathogen,Y16-P1,Y2016
1894,Post_flowering drought,14,Soil,0.17679558,Pathogen,Y16-P1,Y2016
1895,Post_flowering drought,14,Soil,0.302957683,Pathogen,Y16-P1,Y2016
1896,Post_flowering drought,14,Soil,0.296837433,Pathogen,Y16-P1,Y2016
1897,Post_flowering drought,15,Soil,0.396849715,Pathogen,Y16-P1,Y2016
1898,Post_flowering drought,15,Soil,0.340093315,Pathogen,Y16-P1,Y2016
1899,Post_flowering drought,15,Soil,0.317963988,Pathogen,Y16-P1,Y2016
1900,Post_flowering drought,15,Soil,0.321243225,Pathogen,Y16-P1,Y2016
1901,Post_flowering drought,15,Soil,0.352324987,Pathogen,Y16-P1,Y2016
1902,Post_flowering drought,15,Soil,0.395079233,Pathogen,Y16-P1,Y2016
1903,Post_flowering drought,16,Soil,0.423977042,Pathogen,Y16-P1,Y2016
1904,Post_flowering drought,16,Soil,0.417653754,Pathogen,Y16-P1,Y2016
1905,Post_flowering drought,16,Soil,0.34566075,Pathogen,Y16-P1,Y2016
1906,Post_flowering drought,16,Soil,0.359406465,Pathogen,Y16-P1,Y2016
1907,Post_flowering drought,16,Soil,0.302178601,Pathogen,Y16-P1,Y2016
1908,Post_flowering drought,16,Soil,0.33731049,Pathogen,Y16-P1,Y2016
1909,Post_flowering drought,17,Soil,0.384907272,Pathogen,Y16-P1,Y2016
1910,Post_flowering drought,17,Soil,0.287986214,Pathogen,Y16-P1,Y2016
1911,Post_flowering drought,17,Soil,0.31947239,Pathogen,Y16-P1,Y2016
1912,Post_flowering drought,17,Soil,0.300860244,Pathogen,Y16-P1,Y2016
1913,Post_flowering drought,17,Soil,0.31613901,Pathogen,Y16-P1,Y2016
1914,Post_flowering drought,17,Soil,0.329185767,Pathogen,Y16-P1,Y2016
782,Pre_flowering drought,10,Root,0.118888708,OTU5,Y17-P1,Y2017
785,Pre_flowering drought,10,Soil,0.006608627,OTU5,Y17-P1,Y2017
788,Pre_flowering drought,10,Rhizosphere,0.122536806,OTU5,Y17-P1,Y2017
791,Pre_flowering drought,13,Root,0.006916534,OTU5,Y17-P1,Y2017
793,Pre_flowering drought,13,Soil,0.010662359,OTU5,Y17-P1,Y2017
795,Pre_flowering drought,13,Rhizosphere,0.026357872,OTU5,Y17-P1,Y2017
798,Pre_flowering drought,17,Root,0.005095851,OTU5,Y17-P1,Y2017
801,Pre_flowering drought,17,Soil,0.002414001,OTU5,Y17-P1,Y2017
804,Pre_flowering drought,17,Rhizosphere,0.017103135,OTU5,Y17-P1,Y2017
809,Pre_flowering drought,5,Root,0.072780816,OTU5,Y17-P1,Y2017
811,Pre_flowering drought,5,Soil,0.006530903,OTU5,Y17-P1,Y2017
813,Pre_flowering drought,5,Rhizosphere,0.127129867,OTU5,Y17-P1,Y2017
815,Pre_flowering drought,8,Root,0.339926275,OTU5,Y17-P1,Y2017
817,Pre_flowering drought,8,Soil,0.00589727,OTU5,Y17-P1,Y2017
818,Pre_flowering drought,8,Rhizosphere,0.420023248,OTU5,Y17-P1,Y2017
821,Pre_flowering drought,9,Root,0.216194397,OTU5,Y17-P1,Y2017
824,Pre_flowering drought,9,Soil,0.009841802,OTU5,Y17-P1,Y2017
827,Pre_flowering drought,9,Rhizosphere,0.239296,OTU5,Y17-P1,Y2017
833,Pre_flowering drought,10,Root,0.333025327,OTU5,Y17-P2,Y2017
835,Pre_flowering drought,10,Root,0.175144206,OTU5,Y17-P2,Y2017
837,Pre_flowering drought,10,Root,0.337639574,OTU5,Y17-P2,Y2017
842,Pre_flowering drought,10,Soil,0.005198823,OTU5,Y17-P2,Y2017
844,Pre_flowering drought,10,Soil,0.011012958,OTU5,Y17-P2,Y2017
846,Pre_flowering drought,10,Soil,0.010979444,OTU5,Y17-P2,Y2017
851,Pre_flowering drought,10,Rhizosphere,0.254511859,OTU5,Y17-P2,Y2017
853,Pre_flowering drought,10,Rhizosphere,0.16484961,OTU5,Y17-P2,Y2017
855,Pre_flowering drought,10,Rhizosphere,0.354236303,OTU5,Y17-P2,Y2017
860,Pre_flowering drought,11,Root,0.375605704,OTU5,Y17-P2,Y2017
862,Pre_flowering drought,11,Root,0.193551892,OTU5,Y17-P2,Y2017
864,Pre_flowering drought,11,Root,0.323701144,OTU5,Y17-P2,Y2017
869,Pre_flowering drought,11,Soil,0.042304806,OTU5,Y17-P2,Y2017
871,Pre_flowering drought,11,Soil,0.002050114,OTU5,Y17-P2,Y2017
873,Pre_flowering drought,11,Soil,0.006156942,OTU5,Y17-P2,Y2017
878,Pre_flowering drought,11,Rhizosphere,0.238416217,OTU5,Y17-P2,Y2017
880,Pre_flowering drought,11,Rhizosphere,0.18205718,OTU5,Y17-P2,Y2017
882,Pre_flowering drought,11,Rhizosphere,0.299909666,OTU5,Y17-P2,Y2017
887,Pre_flowering drought,12,Root,0.194979004,OTU5,Y17-P2,Y2017
889,Pre_flowering drought,12,Root,0.141163342,OTU5,Y17-P2,Y2017
891,Pre_flowering drought,12,Root,0.101469097,OTU5,Y17-P2,Y2017
897,Pre_flowering drought,12,Soil,0.003629764,OTU5,Y17-P2,Y2017
899,Pre_flowering drought,12,Soil,0.001473932,OTU5,Y17-P2,Y2017
904,Pre_flowering drought,12,Rhizosphere,0.159240819,OTU5,Y17-P2,Y2017
906,Pre_flowering drought,12,Rhizosphere,0.164086417,OTU5,Y17-P2,Y2017
908,Pre_flowering drought,12,Rhizosphere,0.131312075,OTU5,Y17-P2,Y2017
913,Pre_flowering drought,13,Root,0.065607515,OTU5,Y17-P2,Y2017
915,Pre_flowering drought,13,Root,0.098155493,OTU5,Y17-P2,Y2017
917,Pre_flowering drought,13,Root,0.099649297,OTU5,Y17-P2,Y2017
920,Pre_flowering drought,13,Soil,0.003072597,OTU5,Y17-P2,Y2017
922,Pre_flowering drought,13,Soil,0.016997983,OTU5,Y17-P2,Y2017
925,Pre_flowering drought,13,Rhizosphere,0.084986627,OTU5,Y17-P2,Y2017
927,Pre_flowering drought,13,Rhizosphere,0.060755616,OTU5,Y17-P2,Y2017
932,Pre_flowering drought,15,Root,0.064426711,OTU5,Y17-P2,Y2017
934,Pre_flowering drought,15,Root,0.022550308,OTU5,Y17-P2,Y2017
936,Pre_flowering drought,15,Root,0.020679986,OTU5,Y17-P2,Y2017
941,Pre_flowering drought,15,Soil,0.004264706,OTU5,Y17-P2,Y2017
944,Pre_flowering drought,15,Soil,0.001396648,OTU5,Y17-P2,Y2017
949,Pre_flowering drought,15,Rhizosphere,0.140240585,OTU5,Y17-P2,Y2017
952,Pre_flowering drought,15,Rhizosphere,0.076083086,OTU5,Y17-P2,Y2017
957,Pre_flowering drought,17,Root,0.038559476,OTU5,Y17-P2,Y2017
959,Pre_flowering drought,17,Root,0.014645777,OTU5,Y17-P2,Y2017
961,Pre_flowering drought,17,Root,0.038664832,OTU5,Y17-P2,Y2017
966,Pre_flowering drought,17,Soil,0.004141334,OTU5,Y17-P2,Y2017
968,Pre_flowering drought,17,Soil,0.003351615,OTU5,Y17-P2,Y2017
970,Pre_flowering drought,17,Soil,0.012034116,OTU5,Y17-P2,Y2017
975,Pre_flowering drought,17,Rhizosphere,0.041406764,OTU5,Y17-P2,Y2017
977,Pre_flowering drought,17,Rhizosphere,0.022007799,OTU5,Y17-P2,Y2017
979,Pre_flowering drought,17,Rhizosphere,0.00110205,OTU5,Y17-P2,Y2017
983,Pre_flowering drought,2,Root,0.000461811,OTU5,Y17-P2,Y2017
984,Pre_flowering drought,2,Root,0.000147689,OTU5,Y17-P2,Y2017
986,Pre_flowering drought,2,Soil,0.0010593,OTU5,Y17-P2,Y2017
987,Pre_flowering drought,2,Soil,0.000383634,OTU5,Y17-P2,Y2017
989,Pre_flowering drought,2,Rhizosphere,0.001225151,OTU5,Y17-P2,Y2017
990,Pre_flowering drought,2,Rhizosphere,0.000651591,OTU5,Y17-P2,Y2017
992,Pre_flowering drought,3,Root,0.004470729,OTU5,Y17-P2,Y2017
994,Pre_flowering drought,3,Root,0.002098293,OTU5,Y17-P2,Y2017
997,Pre_flowering drought,3,Soil,0.006822852,OTU5,Y17-P2,Y2017
999,Pre_flowering drought,3,Soil,0.002039064,OTU5,Y17-P2,Y2017
1003,Pre_flowering drought,3,Rhizosphere,0.009887937,OTU5,Y17-P2,Y2017
1005,Pre_flowering drought,3,Rhizosphere,0.000742973,OTU5,Y17-P2,Y2017
1009,Pre_flowering drought,4,Root,0.016390105,OTU5,Y17-P2,Y2017
1011,Pre_flowering drought,4,Root,0.022265456,OTU5,Y17-P2,Y2017
1012,Pre_flowering drought,4,Root,0.006498302,OTU5,Y17-P2,Y2017
1015,Pre_flowering drought,4,Soil,0.003543389,OTU5,Y17-P2,Y2017
1017,Pre_flowering drought,4,Soil,0.001691455,OTU5,Y17-P2,Y2017
1018,Pre_flowering drought,4,Soil,0.001601102,OTU5,Y17-P2,Y2017
1021,Pre_flowering drought,4,Rhizosphere,0.024739762,OTU5,Y17-P2,Y2017
1023,Pre_flowering drought,4,Rhizosphere,0.054783901,OTU5,Y17-P2,Y2017
1024,Pre_flowering drought,4,Rhizosphere,0.011761583,OTU5,Y17-P2,Y2017
1027,Pre_flowering drought,5,Root,0.037885515,OTU5,Y17-P2,Y2017
1029,Pre_flowering drought,5,Root,0.052996331,OTU5,Y17-P2,Y2017
1030,Pre_flowering drought,5,Root,0.06482437,OTU5,Y17-P2,Y2017
1033,Pre_flowering drought,5,Soil,0.004383484,OTU5,Y17-P2,Y2017
1035,Pre_flowering drought,5,Soil,0.00197975,OTU5,Y17-P2,Y2017
1036,Pre_flowering drought,5,Soil,0.003056546,OTU5,Y17-P2,Y2017
1039,Pre_flowering drought,5,Rhizosphere,0.097104403,OTU5,Y17-P2,Y2017
1041,Pre_flowering drought,5,Rhizosphere,0.187513116,OTU5,Y17-P2,Y2017
1042,Pre_flowering drought,5,Rhizosphere,0.115037655,OTU5,Y17-P2,Y2017
1045,Pre_flowering drought,6,Root,0.058439876,OTU5,Y17-P2,Y2017
1047,Pre_flowering drought,6,Root,0.108552535,OTU5,Y17-P2,Y2017
1048,Pre_flowering drought,6,Root,0.169197106,OTU5,Y17-P2,Y2017
1051,Pre_flowering drought,6,Soil,0.003225806,OTU5,Y17-P2,Y2017
1053,Pre_flowering drought,6,Soil,0.002354114,OTU5,Y17-P2,Y2017
1054,Pre_flowering drought,6,Soil,0.00242047,OTU5,Y17-P2,Y2017
1057,Pre_flowering drought,6,Rhizosphere,0.101372089,OTU5,Y17-P2,Y2017
1059,Pre_flowering drought,6,Rhizosphere,0.334460425,OTU5,Y17-P2,Y2017
1060,Pre_flowering drought,6,Rhizosphere,0.211322264,OTU5,Y17-P2,Y2017
1063,Pre_flowering drought,7,Root,0.163135272,OTU5,Y17-P2,Y2017
1065,Pre_flowering drought,7,Root,0.317733816,OTU5,Y17-P2,Y2017
1068,Pre_flowering drought,7,Soil,0.00214206,OTU5,Y17-P2,Y2017
1070,Pre_flowering drought,7,Soil,0.00184796,OTU5,Y17-P2,Y2017
1071,Pre_flowering drought,7,Soil,0.003182025,OTU5,Y17-P2,Y2017
1074,Pre_flowering drought,7,Rhizosphere,0.179528305,OTU5,Y17-P2,Y2017
1076,Pre_flowering drought,7,Rhizosphere,0.365343577,OTU5,Y17-P2,Y2017
1077,Pre_flowering drought,7,Rhizosphere,0.289730635,OTU5,Y17-P2,Y2017
1080,Pre_flowering drought,8,Root,0.0625,OTU5,Y17-P2,Y2017
1082,Pre_flowering drought,8,Root,0.268313484,OTU5,Y17-P2,Y2017
1083,Pre_flowering drought,8,Root,0.349486863,OTU5,Y17-P2,Y2017
1086,Pre_flowering drought,8,Soil,0.004553785,OTU5,Y17-P2,Y2017
1088,Pre_flowering drought,8,Soil,0.002349549,OTU5,Y17-P2,Y2017
1089,Pre_flowering drought,8,Soil,0.002774453,OTU5,Y17-P2,Y2017
1092,Pre_flowering drought,8,Rhizosphere,0.41262453,OTU5,Y17-P2,Y2017
1094,Pre_flowering drought,8,Rhizosphere,0.413207097,OTU5,Y17-P2,Y2017
1095,Pre_flowering drought,8,Rhizosphere,0.261375622,OTU5,Y17-P2,Y2017
1098,Pre_flowering drought,8,Root,0.182985092,OTU5,Y17-P2,Y2017
1100,Pre_flowering drought,8,Root,0.173299031,OTU5,Y17-P2,Y2017
1101,Pre_flowering drought,8,Root,0.253245799,OTU5,Y17-P2,Y2017
1104,Pre_flowering drought,8,Soil,0.004880045,OTU5,Y17-P2,Y2017
1106,Pre_flowering drought,8,Soil,0.004988827,OTU5,Y17-P2,Y2017
1107,Pre_flowering drought,8,Soil,0.003557983,OTU5,Y17-P2,Y2017
1110,Pre_flowering drought,8,Rhizosphere,0.203298428,OTU5,Y17-P2,Y2017
1112,Pre_flowering drought,8,Rhizosphere,0.249531208,OTU5,Y17-P2,Y2017
1113,Pre_flowering drought,8,Rhizosphere,0.317731773,OTU5,Y17-P2,Y2017
1116,Pre_flowering drought,8,Root,0.293822974,OTU5,Y17-P2,Y2017
1118,Pre_flowering drought,8,Root,0.250848558,OTU5,Y17-P2,Y2017
1119,Pre_flowering drought,8,Root,0.235183359,OTU5,Y17-P2,Y2017
1122,Pre_flowering drought,8,Soil,0.003671174,OTU5,Y17-P2,Y2017
1124,Pre_flowering drought,8,Soil,0.004302639,OTU5,Y17-P2,Y2017
1125,Pre_flowering drought,8,Soil,0.004943736,OTU5,Y17-P2,Y2017
1128,Pre_flowering drought,8,Rhizosphere,0.390567338,OTU5,Y17-P2,Y2017
1130,Pre_flowering drought,8,Rhizosphere,0.211116777,OTU5,Y17-P2,Y2017
1131,Pre_flowering drought,8,Rhizosphere,0.294843164,OTU5,Y17-P2,Y2017
1134,Pre_flowering drought,8,Root,0.328173981,OTU5,Y17-P2,Y2017
1136,Pre_flowering drought,8,Root,0.469868922,OTU5,Y17-P2,Y2017
1137,Pre_flowering drought,8,Root,0.224898499,OTU5,Y17-P2,Y2017
1140,Pre_flowering drought,8,Soil,0.003243305,OTU5,Y17-P2,Y2017
1142,Pre_flowering drought,8,Soil,0.005092125,OTU5,Y17-P2,Y2017
1143,Pre_flowering drought,8,Soil,0.003757299,OTU5,Y17-P2,Y2017
1146,Pre_flowering drought,8,Rhizosphere,0.294160651,OTU5,Y17-P2,Y2017
1148,Pre_flowering drought,8,Rhizosphere,0.339272031,OTU5,Y17-P2,Y2017
1149,Pre_flowering drought,8,Rhizosphere,0.325396132,OTU5,Y17-P2,Y2017
1152,Pre_flowering drought,8,Root,0.161173475,OTU5,Y17-P2,Y2017
1154,Pre_flowering drought,8,Root,0.169005728,OTU5,Y17-P2,Y2017
1155,Pre_flowering drought,8,Root,0.198315194,OTU5,Y17-P2,Y2017
1158,Pre_flowering drought,8,Soil,0.005183,OTU5,Y17-P2,Y2017
1160,Pre_flowering drought,8,Soil,0.002321701,OTU5,Y17-P2,Y2017
1161,Pre_flowering drought,8,Soil,0.025828548,OTU5,Y17-P2,Y2017
1164,Pre_flowering drought,8,Rhizosphere,0.178651809,OTU5,Y17-P2,Y2017
1166,Pre_flowering drought,8,Rhizosphere,0.276441186,OTU5,Y17-P2,Y2017
1167,Pre_flowering drought,8,Rhizosphere,0.343093867,OTU5,Y17-P2,Y2017
1171,Pre_flowering drought,9,Root,0.407191271,OTU5,Y17-P2,Y2017
1173,Pre_flowering drought,9,Root,0.292394131,OTU5,Y17-P2,Y2017
1175,Pre_flowering drought,9,Root,0.398347976,OTU5,Y17-P2,Y2017
1180,Pre_flowering drought,9,Soil,0.005576988,OTU5,Y17-P2,Y2017
1182,Pre_flowering drought,9,Soil,0.002814678,OTU5,Y17-P2,Y2017
1184,Pre_flowering drought,9,Soil,0.004150552,OTU5,Y17-P2,Y2017
1189,Pre_flowering drought,9,Rhizosphere,0.257883223,OTU5,Y17-P2,Y2017
1191,Pre_flowering drought,9,Rhizosphere,0.332386996,OTU5,Y17-P2,Y2017
1193,Pre_flowering drought,9,Rhizosphere,0.35346544,OTU5,Y17-P2,Y2017
2013,Pre_flowering drought,10,Root,0.37918498,Pathogen,Y17-P1,Y2017
2016,Pre_flowering drought,10,Soil,0.265532252,Pathogen,Y17-P1,Y2017
2019,Pre_flowering drought,10,Rhizosphere,0.305134013,Pathogen,Y17-P1,Y2017
2022,Pre_flowering drought,13,Root,0.378670904,Pathogen,Y17-P1,Y2017
2024,Pre_flowering drought,13,Soil,0.245665051,Pathogen,Y17-P1,Y2017
2026,Pre_flowering drought,13,Rhizosphere,0.42464847,Pathogen,Y17-P1,Y2017
2029,Pre_flowering drought,17,Root,0.300776511,Pathogen,Y17-P1,Y2017
2032,Pre_flowering drought,17,Soil,0.168980084,Pathogen,Y17-P1,Y2017
2035,Pre_flowering drought,17,Rhizosphere,0.366616195,Pathogen,Y17-P1,Y2017
2040,Pre_flowering drought,5,Root,0.201766933,Pathogen,Y17-P1,Y2017
2042,Pre_flowering drought,5,Soil,0.274001069,Pathogen,Y17-P1,Y2017
2044,Pre_flowering drought,5,Rhizosphere,0.256819988,Pathogen,Y17-P1,Y2017
2046,Pre_flowering drought,8,Root,0.169328947,Pathogen,Y17-P1,Y2017
2048,Pre_flowering drought,8,Soil,0.366043522,Pathogen,Y17-P1,Y2017
2049,Pre_flowering drought,8,Rhizosphere,0.19381412,Pathogen,Y17-P1,Y2017
2052,Pre_flowering drought,9,Root,0.307957267,Pathogen,Y17-P1,Y2017
2055,Pre_flowering drought,9,Soil,0.430998032,Pathogen,Y17-P1,Y2017
2058,Pre_flowering drought,9,Rhizosphere,0.24032,Pathogen,Y17-P1,Y2017
2064,Pre_flowering drought,10,Root,0.315972951,Pathogen,Y17-P2,Y2017
2066,Pre_flowering drought,10,Root,0.467715434,Pathogen,Y17-P2,Y2017
2068,Pre_flowering drought,10,Root,0.237243573,Pathogen,Y17-P2,Y2017
2073,Pre_flowering drought,10,Soil,0.307160197,Pathogen,Y17-P2,Y2017
2075,Pre_flowering drought,10,Soil,0.397942686,Pathogen,Y17-P2,Y2017
2077,Pre_flowering drought,10,Soil,0.278307134,Pathogen,Y17-P2,Y2017
2082,Pre_flowering drought,10,Rhizosphere,0.203989166,Pathogen,Y17-P2,Y2017
2084,Pre_flowering drought,10,Rhizosphere,0.21085595,Pathogen,Y17-P2,Y2017
2086,Pre_flowering drought,10,Rhizosphere,0.155972969,Pathogen,Y17-P2,Y2017
2091,Pre_flowering drought,11,Root,0.355438645,Pathogen,Y17-P2,Y2017
2093,Pre_flowering drought,11,Root,0.230340567,Pathogen,Y17-P2,Y2017
2095,Pre_flowering drought,11,Root,0.283245949,Pathogen,Y17-P2,Y2017
2100,Pre_flowering drought,11,Soil,0.281458269,Pathogen,Y17-P2,Y2017
2102,Pre_flowering drought,11,Soil,0.203018223,Pathogen,Y17-P2,Y2017
2104,Pre_flowering drought,11,Soil,0.262575453,Pathogen,Y17-P2,Y2017
2109,Pre_flowering drought,11,Rhizosphere,0.226033553,Pathogen,Y17-P2,Y2017
2111,Pre_flowering drought,11,Rhizosphere,0.250345054,Pathogen,Y17-P2,Y2017
2113,Pre_flowering drought,11,Rhizosphere,0.193121693,Pathogen,Y17-P2,Y2017
2118,Pre_flowering drought,12,Root,0.344249418,Pathogen,Y17-P2,Y2017
2120,Pre_flowering drought,12,Root,0.353047845,Pathogen,Y17-P2,Y2017
2122,Pre_flowering drought,12,Root,0.280496243,Pathogen,Y17-P2,Y2017
2128,Pre_flowering drought,12,Soil,0.261415608,Pathogen,Y17-P2,Y2017
2130,Pre_flowering drought,12,Soil,0.417122884,Pathogen,Y17-P2,Y2017
2135,Pre_flowering drought,12,Rhizosphere,0.131494957,Pathogen,Y17-P2,Y2017
2137,Pre_flowering drought,12,Rhizosphere,0.249278405,Pathogen,Y17-P2,Y2017
2139,Pre_flowering drought,12,Rhizosphere,0.186983795,Pathogen,Y17-P2,Y2017
2144,Pre_flowering drought,13,Root,0.410168603,Pathogen,Y17-P2,Y2017
2146,Pre_flowering drought,13,Root,0.404328238,Pathogen,Y17-P2,Y2017
2148,Pre_flowering drought,13,Root,0.490742896,Pathogen,Y17-P2,Y2017
2151,Pre_flowering drought,13,Soil,0.257056557,Pathogen,Y17-P2,Y2017
2153,Pre_flowering drought,13,Soil,0.146355517,Pathogen,Y17-P2,Y2017
2156,Pre_flowering drought,13,Rhizosphere,0.208694264,Pathogen,Y17-P2,Y2017
2158,Pre_flowering drought,13,Rhizosphere,0.458418425,Pathogen,Y17-P2,Y2017
2163,Pre_flowering drought,15,Root,0.588030239,Pathogen,Y17-P2,Y2017
2165,Pre_flowering drought,15,Root,0.671352007,Pathogen,Y17-P2,Y2017
2167,Pre_flowering drought,15,Root,0.216263582,Pathogen,Y17-P2,Y2017
2172,Pre_flowering drought,15,Soil,0.215462185,Pathogen,Y17-P2,Y2017
2175,Pre_flowering drought,15,Soil,0.122600013,Pathogen,Y17-P2,Y2017
2180,Pre_flowering drought,15,Rhizosphere,0.309073324,Pathogen,Y17-P2,Y2017
2183,Pre_flowering drought,15,Rhizosphere,0.208031652,Pathogen,Y17-P2,Y2017
2188,Pre_flowering drought,17,Root,0.459503991,Pathogen,Y17-P2,Y2017
2190,Pre_flowering drought,17,Root,0.476547295,Pathogen,Y17-P2,Y2017
2192,Pre_flowering drought,17,Root,0.30012309,Pathogen,Y17-P2,Y2017
2197,Pre_flowering drought,17,Soil,0.283901665,Pathogen,Y17-P2,Y2017
2199,Pre_flowering drought,17,Soil,0.226462523,Pathogen,Y17-P2,Y2017
2201,Pre_flowering drought,17,Soil,0.212407992,Pathogen,Y17-P2,Y2017
2206,Pre_flowering drought,17,Rhizosphere,0.252672162,Pathogen,Y17-P2,Y2017
2208,Pre_flowering drought,17,Rhizosphere,0.235807283,Pathogen,Y17-P2,Y2017
2210,Pre_flowering drought,17,Rhizosphere,0.299493057,Pathogen,Y17-P2,Y2017
2214,Pre_flowering drought,2,Root,0.089427503,Pathogen,Y17-P2,Y2017
2215,Pre_flowering drought,2,Root,0.091670359,Pathogen,Y17-P2,Y2017
2217,Pre_flowering drought,2,Soil,0.432962924,Pathogen,Y17-P2,Y2017
2218,Pre_flowering drought,2,Soil,0.313525023,Pathogen,Y17-P2,Y2017
2220,Pre_flowering drought,2,Rhizosphere,0.26573924,Pathogen,Y17-P2,Y2017
2221,Pre_flowering drought,2,Rhizosphere,0.311958605,Pathogen,Y17-P2,Y2017
2223,Pre_flowering drought,3,Root,0.383813849,Pathogen,Y17-P2,Y2017
2225,Pre_flowering drought,3,Root,0.394432528,Pathogen,Y17-P2,Y2017
2228,Pre_flowering drought,3,Soil,0.40189067,Pathogen,Y17-P2,Y2017
