#OTUID,Treatment,Week,Habitat,Content,Group,Batch3,Batch2
1816,Control,12,Soil,0.384042377,Pathogen,Y16-P1,Y2016
1817,Control,12,Soil,0.315113015,Pathogen,Y16-P1,Y2016
1818,Control,12,Soil,0.305564943,Pathogen,Y16-P1,Y2016
1819,Control,12,Soil,0.257365597,Pathogen,Y16-P1,Y2016
1820,Control,13,Soil,0.203888679,Pathogen,Y16-P1,Y2016
1821,Control,13,Soil,0.280470988,Pathogen,Y16-P1,Y2016
1822,Control,13,Soil,0.306612839,Pathogen,Y16-P1,Y2016
1823,Control,13,Soil,0.288519637,Pathogen,Y16-P1,Y2016
1824,Control,13,Soil,0.392400622,Pathogen,Y16-P1,Y2016
1825,Control,13,Soil,0.240554679,Pathogen,Y16-P1,Y2016
1826,Control,14,Soil,0.234857724,Pathogen,Y16-P1,Y2016
1827,Control,14,Soil,0.280391458,Pathogen,Y16-P1,Y2016
1828,Control,14,Soil,0.259298246,Pathogen,Y16-P1,Y2016
1829,Control,14,Soil,0.292205807,Pathogen,Y16-P1,Y2016
1830,Control,14,Soil,0.376618572,Pathogen,Y16-P1,Y2016
1831,Control,14,Soil,0.287720474,Pathogen,Y16-P1,Y2016
1832,Control,15,Soil,0.315129875,Pathogen,Y16-P1,Y2016
1833,Control,15,Soil,0.288000993,Pathogen,Y16-P1,Y2016
1834,Control,15,Soil,0.329749818,Pathogen,Y16-P1,Y2016
1835,Control,15,Soil,0.230478511,Pathogen,Y16-P1,Y2016
1836,Control,15,Soil,0.330354483,Pathogen,Y16-P1,Y2016
1837,Control,15,Soil,0.292927383,Pathogen,Y16-P1,Y2016
1838,Control,16,Soil,0.295392602,Pathogen,Y16-P1,Y2016
1839,Control,16,Soil,0.358954296,Pathogen,Y16-P1,Y2016
1840,Control,16,Soil,0.311673513,Pathogen,Y16-P1,Y2016
1841,Control,16,Soil,0.343354761,Pathogen,Y16-P1,Y2016
1842,Control,16,Soil,0.254950574,Pathogen,Y16-P1,Y2016
1843,Control,16,Soil,0.329832668,Pathogen,Y16-P1,Y2016
1844,Control,17,Soil,0.186237514,Pathogen,Y16-P1,Y2016
1845,Control,17,Soil,0.272395418,Pathogen,Y16-P1,Y2016
1846,Control,17,Soil,0.339306924,Pathogen,Y16-P1,Y2016
1847,Control,17,Soil,0.203085118,Pathogen,Y16-P1,Y2016
1848,Control,17,Soil,0.280106869,Pathogen,Y16-P1,Y2016
1849,Control,17,Soil,0.248222366,Pathogen,Y16-P1,Y2016
2014,Control,10,Root,0.372835498,Pathogen,Y17-P1,Y2017
2017,Control,10,Soil,0.2245414,Pathogen,Y17-P1,Y2017
2020,Control,10,Rhizosphere,0.278685336,Pathogen,Y17-P1,Y2017
2023,Control,13,Root,0.322800984,Pathogen,Y17-P1,Y2017
2025,Control,13,Soil,0.312990053,Pathogen,Y17-P1,Y2017
2027,Control,13,Rhizosphere,0.343670112,Pathogen,Y17-P1,Y2017
2030,Control,17,Root,0.417718623,Pathogen,Y17-P1,Y2017
2033,Control,17,Soil,0.242356386,Pathogen,Y17-P1,Y2017
2036,Control,17,Rhizosphere,0.348033729,Pathogen,Y17-P1,Y2017
2037,Control,2,Root,0.312190043,Pathogen,Y17-P1,Y2017
2038,Control,2,Soil,0.393746205,Pathogen,Y17-P1,Y2017
2039,Control,2,Rhizosphere,0.299979988,Pathogen,Y17-P1,Y2017
2041,Control,5,Root,0.359052888,Pathogen,Y17-P1,Y2017
2043,Control,5,Soil,0.248998908,Pathogen,Y17-P1,Y2017
2045,Control,5,Rhizosphere,0.355085927,Pathogen,Y17-P1,Y2017
2047,Control,8,Root,0.279204352,Pathogen,Y17-P1,Y2017
2050,Control,8,Rhizosphere,0.338280555,Pathogen,Y17-P1,Y2017
2053,Control,9,Root,0.345471969,Pathogen,Y17-P1,Y2017
2056,Control,9,Soil,0.303384565,Pathogen,Y17-P1,Y2017
2059,Control,9,Rhizosphere,0.292116813,Pathogen,Y17-P1,Y2017
2062,Control,10,Root,0.219493221,Pathogen,Y17-P2,Y2017
2065,Control,10,Root,0.383611643,Pathogen,Y17-P2,Y2017
2069,Control,10,Root,0.333019511,Pathogen,Y17-P2,Y2017
2071,Control,10,Soil,0.256526296,Pathogen,Y17-P2,Y2017
2074,Control,10,Soil,0.350540862,Pathogen,Y17-P2,Y2017
2078,Control,10,Soil,0.198297872,Pathogen,Y17-P2,Y2017
2080,Control,10,Rhizosphere,0.189420954,Pathogen,Y17-P2,Y2017
2083,Control,10,Rhizosphere,0.210385193,Pathogen,Y17-P2,Y2017
2087,Control,10,Rhizosphere,0.20178078,Pathogen,Y17-P2,Y2017
2089,Control,11,Root,0.269431304,Pathogen,Y17-P2,Y2017
2092,Control,11,Root,0.414540394,Pathogen,Y17-P2,Y2017
2096,Control,11,Root,0.322942643,Pathogen,Y17-P2,Y2017
2098,Control,11,Soil,0.197448015,Pathogen,Y17-P2,Y2017
2101,Control,11,Soil,0.326457399,Pathogen,Y17-P2,Y2017
2105,Control,11,Soil,0.362824482,Pathogen,Y17-P2,Y2017
2107,Control,11,Rhizosphere,0.175160208,Pathogen,Y17-P2,Y2017
2110,Control,11,Rhizosphere,0.218336484,Pathogen,Y17-P2,Y2017
2114,Control,11,Rhizosphere,0.20038364,Pathogen,Y17-P2,Y2017
2116,Control,12,Root,0.402494425,Pathogen,Y17-P2,Y2017
2119,Control,12,Root,0.236323851,Pathogen,Y17-P2,Y2017
2123,Control,12,Root,0.442514438,Pathogen,Y17-P2,Y2017
2125,Control,12,Soil,0.206337108,Pathogen,Y17-P2,Y2017
2127,Control,12,Soil,0.294823048,Pathogen,Y17-P2,Y2017
2131,Control,12,Soil,0.150406504,Pathogen,Y17-P2,Y2017
2133,Control,12,Rhizosphere,0.183869774,Pathogen,Y17-P2,Y2017
2136,Control,12,Rhizosphere,0.198678672,Pathogen,Y17-P2,Y2017
2140,Control,12,Rhizosphere,0.242748392,Pathogen,Y17-P2,Y2017
2142,Control,13,Root,0.434992795,Pathogen,Y17-P2,Y2017
2145,Control,13,Root,0.323422251,Pathogen,Y17-P2,Y2017
2149,Control,13,Root,0.328569121,Pathogen,Y17-P2,Y2017
2154,Control,13,Soil,0.220857526,Pathogen,Y17-P2,Y2017
2159,Control,13,Rhizosphere,0.172402642,Pathogen,Y17-P2,Y2017
2161,Control,15,Root,0.190166254,Pathogen,Y17-P2,Y2017
2164,Control,15,Root,0.193784922,Pathogen,Y17-P2,Y2017
2168,Control,15,Root,0.264208453,Pathogen,Y17-P2,Y2017
2170,Control,15,Soil,0.28610544,Pathogen,Y17-P2,Y2017
2173,Control,15,Soil,0.396971649,Pathogen,Y17-P2,Y2017
2176,Control,15,Soil,0.346171653,Pathogen,Y17-P2,Y2017
2178,Control,15,Rhizosphere,0.151435032,Pathogen,Y17-P2,Y2017
2181,Control,15,Rhizosphere,0.251297122,Pathogen,Y17-P2,Y2017
2184,Control,15,Rhizosphere,0.210008998,Pathogen,Y17-P2,Y2017
2186,Control,17,Root,0.344323304,Pathogen,Y17-P2,Y2017
2189,Control,17,Root,0.241870709,Pathogen,Y17-P2,Y2017
2193,Control,17,Root,0.433590666,Pathogen,Y17-P2,Y2017
2195,Control,17,Soil,0.156147204,Pathogen,Y17-P2,Y2017
2198,Control,17,Soil,0.260271035,Pathogen,Y17-P2,Y2017
2202,Control,17,Soil,0.246438428,Pathogen,Y17-P2,Y2017
2204,Control,17,Rhizosphere,0.223528407,Pathogen,Y17-P2,Y2017
2207,Control,17,Rhizosphere,0.212440696,Pathogen,Y17-P2,Y2017
2211,Control,17,Rhizosphere,0.178351062,Pathogen,Y17-P2,Y2017
2213,Control,2,Root,0.139186867,Pathogen,Y17-P2,Y2017
2216,Control,2,Soil,0.452765175,Pathogen,Y17-P2,Y2017
2219,Control,2,Rhizosphere,0.248508013,Pathogen,Y17-P2,Y2017
2222,Control,3,Root,0.350658858,Pathogen,Y17-P2,Y2017
2224,Control,3,Root,0.388211775,Pathogen,Y17-P2,Y2017
2226,Control,3,Root,0.328343598,Pathogen,Y17-P2,Y2017
2227,Control,3,Soil,0.287217135,Pathogen,Y17-P2,Y2017
2229,Control,3,Soil,0.279458227,Pathogen,Y17-P2,Y2017
2232,Control,3,Soil,0.263357414,Pathogen,Y17-P2,Y2017
2233,Control,3,Rhizosphere,0.304334384,Pathogen,Y17-P2,Y2017
2235,Control,3,Rhizosphere,0.325388601,Pathogen,Y17-P2,Y2017
2238,Control,3,Rhizosphere,0.302181458,Pathogen,Y17-P2,Y2017
2239,Control,4,Root,0.374406902,Pathogen,Y17-P2,Y2017
2241,Control,4,Root,0.359122635,Pathogen,Y17-P2,Y2017
2244,Control,4,Root,0.397462867,Pathogen,Y17-P2,Y2017
2245,Control,4,Soil,0.292716699,Pathogen,Y17-P2,Y2017
2247,Control,4,Soil,0.358056727,Pathogen,Y17-P2,Y2017
2250,Control,4,Soil,0.327965284,Pathogen,Y17-P2,Y2017
2251,Control,4,Rhizosphere,0.34578562,Pathogen,Y17-P2,Y2017
2253,Control,4,Rhizosphere,0.31982398,Pathogen,Y17-P2,Y2017
2256,Control,4,Rhizosphere,0.366256803,Pathogen,Y17-P2,Y2017
2257,Control,5,Root,0.256937668,Pathogen,Y17-P2,Y2017
2259,Control,5,Root,0.324412767,Pathogen,Y17-P2,Y2017
2262,Control,5,Root,0.437334947,Pathogen,Y17-P2,Y2017
2263,Control,5,Soil,0.201244397,Pathogen,Y17-P2,Y2017
2265,Control,5,Soil,0.37670985,Pathogen,Y17-P2,Y2017
2268,Control,5,Soil,0.290484382,Pathogen,Y17-P2,Y2017
2269,Control,5,Rhizosphere,0.293346129,Pathogen,Y17-P2,Y2017
2271,Control,5,Rhizosphere,0.288835743,Pathogen,Y17-P2,Y2017
2274,Control,5,Rhizosphere,0.387203623,Pathogen,Y17-P2,Y2017
2275,Control,6,Root,0.300085564,Pathogen,Y17-P2,Y2017
2277,Control,6,Root,0.40629804,Pathogen,Y17-P2,Y2017
2280,Control,6,Root,0.342431527,Pathogen,Y17-P2,Y2017
2281,Control,6,Soil,0.181150508,Pathogen,Y17-P2,Y2017
2283,Control,6,Soil,0.307551067,Pathogen,Y17-P2,Y2017
2286,Control,6,Soil,0.228441128,Pathogen,Y17-P2,Y2017
2287,Control,6,Rhizosphere,0.311305817,Pathogen,Y17-P2,Y2017
2289,Control,6,Rhizosphere,0.309251926,Pathogen,Y17-P2,Y2017
2292,Control,6,Rhizosphere,0.277463492,Pathogen,Y17-P2,Y2017
2293,Control,7,Root,0.253419674,Pathogen,Y17-P2,Y2017
2295,Control,7,Root,0.375677904,Pathogen,Y17-P2,Y2017
2297,Control,7,Root,0.402694946,Pathogen,Y17-P2,Y2017
2298,Control,7,Soil,0.23678676,Pathogen,Y17-P2,Y2017
2300,Control,7,Soil,0.33232899,Pathogen,Y17-P2,Y2017
2303,Control,7,Soil,0.251950324,Pathogen,Y17-P2,Y2017
2304,Control,7,Rhizosphere,0.341185964,Pathogen,Y17-P2,Y2017
2306,Control,7,Rhizosphere,0.194407702,Pathogen,Y17-P2,Y2017
2309,Control,7,Rhizosphere,0.303211638,Pathogen,Y17-P2,Y2017
2310,Control,8,Root,0.272643154,Pathogen,Y17-P2,Y2017
2312,Control,8,Root,0.264652805,Pathogen,Y17-P2,Y2017
2315,Control,8,Root,0.359923948,Pathogen,Y17-P2,Y2017
2316,Control,8,Soil,0.318228491,Pathogen,Y17-P2,Y2017
2318,Control,8,Soil,0.260016469,Pathogen,Y17-P2,Y2017
2321,Control,8,Soil,0.267474871,Pathogen,Y17-P2,Y2017
2322,Control,8,Rhizosphere,0.218859958,Pathogen,Y17-P2,Y2017
2324,Control,8,Rhizosphere,0.215723241,Pathogen,Y17-P2,Y2017
2327,Control,8,Rhizosphere,0.260199763,Pathogen,Y17-P2,Y2017
2328,Control,8,Root,0.210481959,Pathogen,Y17-P2,Y2017
2330,Control,8,Root,0.478831572,Pathogen,Y17-P2,Y2017
2333,Control,8,Root,0.311438869,Pathogen,Y17-P2,Y2017
2334,Control,8,Soil,0.352774853,Pathogen,Y17-P2,Y2017
2336,Control,8,Soil,0.397033604,Pathogen,Y17-P2,Y2017
2339,Control,8,Soil,0.191350849,Pathogen,Y17-P2,Y2017
2340,Control,8,Rhizosphere,0.178276964,Pathogen,Y17-P2,Y2017
2342,Control,8,Rhizosphere,0.29873935,Pathogen,Y17-P2,Y2017
2345,Control,8,Rhizosphere,0.264999233,Pathogen,Y17-P2,Y2017
2346,Control,8,Root,0.414751773,Pathogen,Y17-P2,Y2017
2348,Control,8,Root,0.310306975,Pathogen,Y17-P2,Y2017
2351,Control,8,Root,0.345337095,Pathogen,Y17-P2,Y2017
2352,Control,8,Soil,0.178519755,Pathogen,Y17-P2,Y2017
2354,Control,8,Soil,0.213931225,Pathogen,Y17-P2,Y2017
2357,Control,8,Soil,0.276341948,Pathogen,Y17-P2,Y2017
2358,Control,8,Rhizosphere,0.23442273,Pathogen,Y17-P2,Y2017
2360,Control,8,Rhizosphere,0.261664779,Pathogen,Y17-P2,Y2017
2363,Control,8,Rhizosphere,0.243512282,Pathogen,Y17-P2,Y2017
2364,Control,8,Root,0.456332421,Pathogen,Y17-P2,Y2017
2366,Control,8,Root,0.299345182,Pathogen,Y17-P2,Y2017
2369,Control,8,Root,0.375314505,Pathogen,Y17-P2,Y2017
2370,Control,8,Soil,0.274513671,Pathogen,Y17-P2,Y2017
2372,Control,8,Soil,0.330246601,Pathogen,Y17-P2,Y2017
2375,Control,8,Soil,0.232619569,Pathogen,Y17-P2,Y2017
2376,Control,8,Rhizosphere,0.235448808,Pathogen,Y17-P2,Y2017
2378,Control,8,Rhizosphere,0.176945668,Pathogen,Y17-P2,Y2017
2381,Control,8,Rhizosphere,0.224200906,Pathogen,Y17-P2,Y2017
2382,Control,8,Root,0.443225261,Pathogen,Y17-P2,Y2017
2384,Control,8,Root,0.285978159,Pathogen,Y17-P2,Y2017
2387,Control,8,Root,0.443718593,Pathogen,Y17-P2,Y2017
2388,Control,8,Soil,0.196204047,Pathogen,Y17-P2,Y2017
2390,Control,8,Soil,0.323916084,Pathogen,Y17-P2,Y2017
2393,Control,8,Soil,0.310460768,Pathogen,Y17-P2,Y2017
2394,Control,8,Rhizosphere,0.308330182,Pathogen,Y17-P2,Y2017
2396,Control,8,Rhizosphere,0.187146893,Pathogen,Y17-P2,Y2017
2399,Control,8,Rhizosphere,0.264615546,Pathogen,Y17-P2,Y2017
2400,Control,9,Root,0.385547033,Pathogen,Y17-P2,Y2017
2403,Control,9,Root,0.381590706,Pathogen,Y17-P2,Y2017
2407,Control,9,Root,0.441582158,Pathogen,Y17-P2,Y2017
2409,Control,9,Soil,0.218726547,Pathogen,Y17-P2,Y2017
2412,Control,9,Soil,0.33869541,Pathogen,Y17-P2,Y2017
2416,Control,9,Soil,0.24378882,Pathogen,Y17-P2,Y2017
2418,Control,9,Rhizosphere,0.28847157,Pathogen,Y17-P2,Y2017
2421,Control,9,Rhizosphere,0.235710866,Pathogen,Y17-P2,Y2017
2425,Control,9,Rhizosphere,0.226071345,Pathogen,Y17-P2,Y2017
2427,Control,9,Root,0.345414814,Pathogen,Y17-P2,Y2017
2429,Control,9,Root,0.35125045,Pathogen,Y17-P2,Y2017
2431,Control,9,Root,0.303699018,Pathogen,Y17-P2,Y2017
2433,Control,9,Soil,0.185951815,Pathogen,Y17-P2,Y2017
2435,Control,9,Soil,0.267319382,Pathogen,Y17-P2,Y2017
2437,Control,9,Soil,0.352461246,Pathogen,Y17-P2,Y2017
2439,Control,9,Rhizosphere,0.277485041,Pathogen,Y17-P2,Y2017
2441,Control,9,Rhizosphere,0.284927464,Pathogen,Y17-P2,Y2017
2443,Control,9,Rhizosphere,0.164858151,Pathogen,Y17-P2,Y2017
2445,Control,9,Root,0.269048452,Pathogen,Y17-P2,Y2017
2447,Control,9,Root,0.465943271,Pathogen,Y17-P2,Y2017
2449,Control,9,Root,0.298838103,Pathogen,Y17-P2,Y2017
2451,Control,9,Soil,0.254459709,Pathogen,Y17-P2,Y2017
2453,Control,9,Soil,0.293512767,Pathogen,Y17-P2,Y2017
2455,Control,9,Soil,0.317020465,Pathogen,Y17-P2,Y2017
2457,Control,9,Rhizosphere,0.210938349,Pathogen,Y17-P2,Y2017
2459,Control,9,Rhizosphere,0.284799534,Pathogen,Y17-P2,Y2017
2461,Control,9,Rhizosphere,0.237196014,Pathogen,Y17-P2,Y2017
781,Post_flowering drought,10,Root,0.00810288,OTU5,Y17-P1,Y2017
784,Post_flowering drought,10,Soil,0.010421948,OTU5,Y17-P1,Y2017
787,Post_flowering drought,10,Rhizosphere,0.026685335,OTU5,Y17-P1,Y2017
790,Post_flowering drought,13,Root,0.010650676,OTU5,Y17-P1,Y2017
797,Post_flowering drought,17,Root,0.074779529,OTU5,Y17-P1,Y2017
800,Post_flowering drought,17,Soil,0.006591442,OTU5,Y17-P1,Y2017
803,Post_flowering drought,17,Rhizosphere,0.096367779,OTU5,Y17-P1,Y2017
820,Post_flowering drought,9,Root,0.088099818,OTU5,Y17-P1,Y2017
823,Post_flowering drought,9,Soil,0.005665408,OTU5,Y17-P1,Y2017
826,Post_flowering drought,9,Rhizosphere,0.134211688,OTU5,Y17-P1,Y2017
832,Post_flowering drought,10,Root,0.019862255,OTU5,Y17-P2,Y2017
836,Post_flowering drought,10,Root,0.001301953,OTU5,Y17-P2,Y2017
839,Post_flowering drought,10,Root,0.008768711,OTU5,Y17-P2,Y2017
841,Post_flowering drought,10,Soil,0.005775308,OTU5,Y17-P2,Y2017
845,Post_flowering drought,10,Soil,0.003018734,OTU5,Y17-P2,Y2017
848,Post_flowering drought,10,Soil,0.006877283,OTU5,Y17-P2,Y2017
850,Post_flowering drought,10,Rhizosphere,0.046676914,OTU5,Y17-P2,Y2017
854,Post_flowering drought,10,Rhizosphere,0.009242299,OTU5,Y17-P2,Y2017
857,Post_flowering drought,10,Rhizosphere,0.016314779,OTU5,Y17-P2,Y2017
859,Post_flowering drought,11,Root,0.158547774,OTU5,Y17-P2,Y2017
863,Post_flowering drought,11,Root,0.009331818,OTU5,Y17-P2,Y2017
866,Post_flowering drought,11,Root,0.023501954,OTU5,Y17-P2,Y2017
868,Post_flowering drought,11,Soil,0.004125748,OTU5,Y17-P2,Y2017
872,Post_flowering drought,11,Soil,0.003713446,OTU5,Y17-P2,Y2017
875,Post_flowering drought,11,Soil,0.003199585,OTU5,Y17-P2,Y2017
877,Post_flowering drought,11,Rhizosphere,0.033306496,OTU5,Y17-P2,Y2017
881,Post_flowering drought,11,Rhizosphere,0.017306534,OTU5,Y17-P2,Y2017
884,Post_flowering drought,11,Rhizosphere,0.038916942,OTU5,Y17-P2,Y2017
886,Post_flowering drought,12,Root,0.013512993,OTU5,Y17-P2,Y2017
890,Post_flowering drought,12,Root,0.030387259,OTU5,Y17-P2,Y2017
893,Post_flowering drought,12,Root,0.053320861,OTU5,Y17-P2,Y2017
895,Post_flowering drought,12,Soil,0.005028736,OTU5,Y17-P2,Y2017
898,Post_flowering drought,12,Soil,0.014052254,OTU5,Y17-P2,Y2017
901,Post_flowering drought,12,Soil,0.008320493,OTU5,Y17-P2,Y2017
903,Post_flowering drought,12,Rhizosphere,0.038870825,OTU5,Y17-P2,Y2017
907,Post_flowering drought,12,Rhizosphere,0.041308911,OTU5,Y17-P2,Y2017
910,Post_flowering drought,12,Rhizosphere,0.069512499,OTU5,Y17-P2,Y2017
912,Post_flowering drought,13,Root,0.073550373,OTU5,Y17-P2,Y2017
916,Post_flowering drought,13,Root,0.060634912,OTU5,Y17-P2,Y2017
919,Post_flowering drought,13,Root,0.025974975,OTU5,Y17-P2,Y2017
921,Post_flowering drought,13,Soil,0.002980222,OTU5,Y17-P2,Y2017
924,Post_flowering drought,13,Soil,0.002818024,OTU5,Y17-P2,Y2017
926,Post_flowering drought,13,Rhizosphere,0.056397306,OTU5,Y17-P2,Y2017
929,Post_flowering drought,13,Rhizosphere,0.045009785,OTU5,Y17-P2,Y2017
931,Post_flowering drought,15,Root,0.033484654,OTU5,Y17-P2,Y2017
935,Post_flowering drought,15,Root,0.053296335,OTU5,Y17-P2,Y2017
938,Post_flowering drought,15,Root,0.036950333,OTU5,Y17-P2,Y2017
940,Post_flowering drought,15,Soil,0.001617873,OTU5,Y17-P2,Y2017
943,Post_flowering drought,15,Soil,0.002394537,OTU5,Y17-P2,Y2017
946,Post_flowering drought,15,Soil,0.003163222,OTU5,Y17-P2,Y2017
948,Post_flowering drought,15,Rhizosphere,0.044762517,OTU5,Y17-P2,Y2017
951,Post_flowering drought,15,Rhizosphere,0.099941431,OTU5,Y17-P2,Y2017
954,Post_flowering drought,15,Rhizosphere,0.050077098,OTU5,Y17-P2,Y2017
956,Post_flowering drought,17,Root,0.039533114,OTU5,Y17-P2,Y2017
960,Post_flowering drought,17,Root,0.040042563,OTU5,Y17-P2,Y2017
963,Post_flowering drought,17,Root,0.069013222,OTU5,Y17-P2,Y2017
965,Post_flowering drought,17,Soil,0.003590456,OTU5,Y17-P2,Y2017
969,Post_flowering drought,17,Soil,0.001178689,OTU5,Y17-P2,Y2017
972,Post_flowering drought,17,Soil,0.008217652,OTU5,Y17-P2,Y2017
974,Post_flowering drought,17,Rhizosphere,0.050972099,OTU5,Y17-P2,Y2017
978,Post_flowering drought,17,Rhizosphere,0.153755443,OTU5,Y17-P2,Y2017
981,Post_flowering drought,17,Rhizosphere,0.068419701,OTU5,Y17-P2,Y2017
1170,Post_flowering drought,9,Root,0.000600142,OTU5,Y17-P2,Y2017
1174,Post_flowering drought,9,Root,0.008140955,OTU5,Y17-P2,Y2017
1177,Post_flowering drought,9,Root,0.022990082,OTU5,Y17-P2,Y2017
1179,Post_flowering drought,9,Soil,0.004907335,OTU5,Y17-P2,Y2017
1183,Post_flowering drought,9,Soil,0.003640461,OTU5,Y17-P2,Y2017
1186,Post_flowering drought,9,Soil,0.004443929,OTU5,Y17-P2,Y2017
1188,Post_flowering drought,9,Rhizosphere,0.006663851,OTU5,Y17-P2,Y2017
1192,Post_flowering drought,9,Rhizosphere,0.010340004,OTU5,Y17-P2,Y2017
1195,Post_flowering drought,9,Rhizosphere,0.029111416,OTU5,Y17-P2,Y2017
1197,Post_flowering drought,9,Root,0.007283211,OTU5,Y17-P2,Y2017
1199,Post_flowering drought,9,Root,0.003550457,OTU5,Y17-P2,Y2017
1201,Post_flowering drought,9,Root,0.053368614,OTU5,Y17-P2,Y2017
1203,Post_flowering drought,9,Soil,0.002754008,OTU5,Y17-P2,Y2017
1205,Post_flowering drought,9,Soil,0.002540005,OTU5,Y17-P2,Y2017
1207,Post_flowering drought,9,Soil,0.006284153,OTU5,Y17-P2,Y2017
1209,Post_flowering drought,9,Rhizosphere,0.024656923,OTU5,Y17-P2,Y2017
1211,Post_flowering drought,9,Rhizosphere,0.011181546,OTU5,Y17-P2,Y2017
1213,Post_flowering drought,9,Rhizosphere,0.042060738,OTU5,Y17-P2,Y2017
1215,Post_flowering drought,9,Root,0.01781996,OTU5,Y17-P2,Y2017
1217,Post_flowering drought,9,Root,0.001771364,OTU5,Y17-P2,Y2017
1219,Post_flowering drought,9,Root,0.051248822,OTU5,Y17-P2,Y2017
1221,Post_flowering drought,9,Soil,0.003273992,OTU5,Y17-P2,Y2017
1223,Post_flowering drought,9,Soil,0.003056303,OTU5,Y17-P2,Y2017
1225,Post_flowering drought,9,Soil,0.008389635,OTU5,Y17-P2,Y2017
1227,Post_flowering drought,9,Rhizosphere,0.025028586,OTU5,Y17-P2,Y2017
1229,Post_flowering drought,9,Rhizosphere,0.016190622,OTU5,Y17-P2,Y2017
1231,Post_flowering drought,9,Rhizosphere,0.052893631,OTU5,Y17-P2,Y2017
2012,Post_flowering drought,10,Root,0.139055884,Pathogen,Y17-P1,Y2017
2015,Post_flowering drought,10,Soil,0.233282632,Pathogen,Y17-P1,Y2017
2018,Post_flowering drought,10,Rhizosphere,0.233043693,Pathogen,Y17-P1,Y2017
2021,Post_flowering drought,13,Root,0.322496196,Pathogen,Y17-P1,Y2017
2028,Post_flowering drought,17,Root,0.290247718,Pathogen,Y17-P1,Y2017
2031,Post_flowering drought,17,Soil,0.284549212,Pathogen,Y17-P1,Y2017
2034,Post_flowering drought,17,Rhizosphere,0.306929366,Pathogen,Y17-P1,Y2017
2051,Post_flowering drought,9,Root,0.329950762,Pathogen,Y17-P1,Y2017
2054,Post_flowering drought,9,Soil,0.340646523,Pathogen,Y17-P1,Y2017
2057,Post_flowering drought,9,Rhizosphere,0.22442161,Pathogen,Y17-P1,Y2017
2063,Post_flowering drought,10,Root,0.354420614,Pathogen,Y17-P2,Y2017
2067,Post_flowering drought,10,Root,0.367768319,Pathogen,Y17-P2,Y2017
2070,Post_flowering drought,10,Root,0.338567655,Pathogen,Y17-P2,Y2017
2072,Post_flowering drought,10,Soil,0.378990956,Pathogen,Y17-P2,Y2017
2076,Post_flowering drought,10,Soil,0.414720767,Pathogen,Y17-P2,Y2017
2079,Post_flowering drought,10,Soil,0.287448958,Pathogen,Y17-P2,Y2017
2081,Post_flowering drought,10,Rhizosphere,0.206806499,Pathogen,Y17-P2,Y2017
2085,Post_flowering drought,10,Rhizosphere,0.204910869,Pathogen,Y17-P2,Y2017
2088,Post_flowering drought,10,Rhizosphere,0.198877898,Pathogen,Y17-P2,Y2017
2090,Post_flowering drought,11,Root,0.276420988,Pathogen,Y17-P2,Y2017
2094,Post_flowering drought,11,Root,0.241071963,Pathogen,Y17-P2,Y2017
2097,Post_flowering drought,11,Root,0.404906644,Pathogen,Y17-P2,Y2017
2099,Post_flowering drought,11,Soil,0.247080016,Pathogen,Y17-P2,Y2017
2103,Post_flowering drought,11,Soil,0.20184125,Pathogen,Y17-P2,Y2017
2106,Post_flowering drought,11,Soil,0.305517122,Pathogen,Y17-P2,Y2017
2108,Post_flowering drought,11,Rhizosphere,0.213864994,Pathogen,Y17-P2,Y2017
2112,Post_flowering drought,11,Rhizosphere,0.143217044,Pathogen,Y17-P2,Y2017
2115,Post_flowering drought,11,Rhizosphere,0.357652795,Pathogen,Y17-P2,Y2017
2117,Post_flowering drought,12,Root,0.444311838,Pathogen,Y17-P2,Y2017
2121,Post_flowering drought,12,Root,0.281260564,Pathogen,Y17-P2,Y2017
2124,Post_flowering drought,12,Root,0.356361085,Pathogen,Y17-P2,Y2017
2126,Post_flowering drought,12,Soil,0.243135377,Pathogen,Y17-P2,Y2017
2129,Post_flowering drought,12,Soil,0.27813053,Pathogen,Y17-P2,Y2017
2132,Post_flowering drought,12,Soil,0.27835131,Pathogen,Y17-P2,Y2017
2134,Post_flowering drought,12,Rhizosphere,0.237658883,Pathogen,Y17-P2,Y2017
2138,Post_flowering drought,12,Rhizosphere,0.237550086,Pathogen,Y17-P2,Y2017
2141,Post_flowering drought,12,Rhizosphere,0.214392492,Pathogen,Y17-P2,Y2017
2143,Post_flowering drought,13,Root,0.630537659,Pathogen,Y17-P2,Y2017
2147,Post_flowering drought,13,Root,0.358940181,Pathogen,Y17-P2,Y2017
2150,Post_flowering drought,13,Root,0.432485776,Pathogen,Y17-P2,Y2017
2152,Post_flowering drought,13,Soil,0.205635329,Pathogen,Y17-P2,Y2017
2155,Post_flowering drought,13,Soil,0.260368336,Pathogen,Y17-P2,Y2017
2157,Post_flowering drought,13,Rhizosphere,0.208333333,Pathogen,Y17-P2,Y2017
2160,Post_flowering drought,13,Rhizosphere,0.193463796,Pathogen,Y17-P2,Y2017
2162,Post_flowering drought,15,Root,0.385706251,Pathogen,Y17-P2,Y2017
2166,Post_flowering drought,15,Root,0.580183714,Pathogen,Y17-P2,Y2017
2169,Post_flowering drought,15,Root,0.442055585,Pathogen,Y17-P2,Y2017
