,Week,Compartment,Treat,Treatment,Plottime,Sampletime,Compartmentyear,Group,Groupyear,Groupyear1
TP14R13,14,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-14,Root2016-Pre_flowering_drought-14,Root_Y16P1-Pre_flowering_drought-14
TP15R6,15,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-15,Root2016-Pre_flowering_drought-15,Root_Y16P1-Pre_flowering_drought-15
TP15R5,15,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-15,Root2016-Pre_flowering_drought-15,Root_Y16P1-Pre_flowering_drought-15
TP15R18,15,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-15,Root2016-Pre_flowering_drought-15,Root_Y16P1-Pre_flowering_drought-15
TP15R17,15,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-15,Root2016-Pre_flowering_drought-15,Root_Y16P1-Pre_flowering_drought-15
TP15R14,15,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-15,Root2016-Pre_flowering_drought-15,Root_Y16P1-Pre_flowering_drought-15
TP15R13,15,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-15,Root2016-Pre_flowering_drought-15,Root_Y16P1-Pre_flowering_drought-15
TP16R6,16,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-16,Root2016-Pre_flowering_drought-16,Root_Y16P1-Pre_flowering_drought-16
TP16R5,16,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-16,Root2016-Pre_flowering_drought-16,Root_Y16P1-Pre_flowering_drought-16
TP16R18,16,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-16,Root2016-Pre_flowering_drought-16,Root_Y16P1-Pre_flowering_drought-16
TP16R17,16,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-16,Root2016-Pre_flowering_drought-16,Root_Y16P1-Pre_flowering_drought-16
TP16R14,16,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-16,Root2016-Pre_flowering_drought-16,Root_Y16P1-Pre_flowering_drought-16
TP16R13,16,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-16,Root2016-Pre_flowering_drought-16,Root_Y16P1-Pre_flowering_drought-16
TP17R6,17,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-17,Root2016-Pre_flowering_drought-17,Root_Y16P1-Pre_flowering_drought-17
TP17R5,17,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-17,Root2016-Pre_flowering_drought-17,Root_Y16P1-Pre_flowering_drought-17
TP17R18,17,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-17,Root2016-Pre_flowering_drought-17,Root_Y16P1-Pre_flowering_drought-17
TP17R17,17,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-17,Root2016-Pre_flowering_drought-17,Root_Y16P1-Pre_flowering_drought-17
TP17R14,17,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-17,Root2016-Pre_flowering_drought-17,Root_Y16P1-Pre_flowering_drought-17
TP17R13,17,Root,Pre_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Pre_flowering_drought-17,Root2016-Pre_flowering_drought-17,Root_Y16P1-Pre_flowering_drought-17
TP8R4,8,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-8,Root2016-Post_flowering_drought-8,Root_Y16P1-Post_flowering_drought-8
TP8R3,8,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-8,Root2016-Post_flowering_drought-8,Root_Y16P1-Post_flowering_drought-8
TP8R22,8,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-8,Root2016-Post_flowering_drought-8,Root_Y16P1-Post_flowering_drought-8
TP8R21,8,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-8,Root2016-Post_flowering_drought-8,Root_Y16P1-Post_flowering_drought-8
TP8R16,8,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-8,Root2016-Post_flowering_drought-8,Root_Y16P1-Post_flowering_drought-8
TP8R15,8,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-8,Root2016-Post_flowering_drought-8,Root_Y16P1-Post_flowering_drought-8
TP9R4,9,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-9,Root2016-Post_flowering_drought-9,Root_Y16P1-Post_flowering_drought-9
TP9R3,9,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-9,Root2016-Post_flowering_drought-9,Root_Y16P1-Post_flowering_drought-9
TP9R22,9,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-9,Root2016-Post_flowering_drought-9,Root_Y16P1-Post_flowering_drought-9
TP9R21,9,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-9,Root2016-Post_flowering_drought-9,Root_Y16P1-Post_flowering_drought-9
TP9R16,9,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-9,Root2016-Post_flowering_drought-9,Root_Y16P1-Post_flowering_drought-9
TP9R15,9,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-9,Root2016-Post_flowering_drought-9,Root_Y16P1-Post_flowering_drought-9
TP10R4,10,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-10,Root2016-Post_flowering_drought-10,Root_Y16P1-Post_flowering_drought-10
TP10R3,10,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-10,Root2016-Post_flowering_drought-10,Root_Y16P1-Post_flowering_drought-10
TP10R22,10,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-10,Root2016-Post_flowering_drought-10,Root_Y16P1-Post_flowering_drought-10
TP10R21,10,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-10,Root2016-Post_flowering_drought-10,Root_Y16P1-Post_flowering_drought-10
TP10R15,10,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-10,Root2016-Post_flowering_drought-10,Root_Y16P1-Post_flowering_drought-10
TP11R3,11,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-11,Root2016-Post_flowering_drought-11,Root_Y16P1-Post_flowering_drought-11
TP11R22,11,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-11,Root2016-Post_flowering_drought-11,Root_Y16P1-Post_flowering_drought-11
TP11R4,11,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-11,Root2016-Post_flowering_drought-11,Root_Y16P1-Post_flowering_drought-11
TP11R21,11,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-11,Root2016-Post_flowering_drought-11,Root_Y16P1-Post_flowering_drought-11
TP11R16,11,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-11,Root2016-Post_flowering_drought-11,Root_Y16P1-Post_flowering_drought-11
TP11R15,11,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-11,Root2016-Post_flowering_drought-11,Root_Y16P1-Post_flowering_drought-11
TP11P4,11,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-11,Root2016-Post_flowering_drought-11,Root_Y16P1-Post_flowering_drought-11
TP11P21,11,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-11,Root2016-Post_flowering_drought-11,Root_Y16P1-Post_flowering_drought-11
TP11P15,11,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-11,Root2016-Post_flowering_drought-11,Root_Y16P1-Post_flowering_drought-11
TP12R4,12,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-12,Root2016-Post_flowering_drought-12,Root_Y16P1-Post_flowering_drought-12
TP12R3,12,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-12,Root2016-Post_flowering_drought-12,Root_Y16P1-Post_flowering_drought-12
TP12R22,12,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-12,Root2016-Post_flowering_drought-12,Root_Y16P1-Post_flowering_drought-12
TP12R21,12,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-12,Root2016-Post_flowering_drought-12,Root_Y16P1-Post_flowering_drought-12
TP12R16,12,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-12,Root2016-Post_flowering_drought-12,Root_Y16P1-Post_flowering_drought-12
TP12R15,12,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-12,Root2016-Post_flowering_drought-12,Root_Y16P1-Post_flowering_drought-12
TP13R4,13,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-13,Root2016-Post_flowering_drought-13,Root_Y16P1-Post_flowering_drought-13
TP13R3,13,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-13,Root2016-Post_flowering_drought-13,Root_Y16P1-Post_flowering_drought-13
TP13R22,13,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-13,Root2016-Post_flowering_drought-13,Root_Y16P1-Post_flowering_drought-13
TP13R21,13,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-13,Root2016-Post_flowering_drought-13,Root_Y16P1-Post_flowering_drought-13
TP13R16,13,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-13,Root2016-Post_flowering_drought-13,Root_Y16P1-Post_flowering_drought-13
TP13R15,13,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-13,Root2016-Post_flowering_drought-13,Root_Y16P1-Post_flowering_drought-13
TP14R4,14,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-14,Root2016-Post_flowering_drought-14,Root_Y16P1-Post_flowering_drought-14
TP14R3,14,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-14,Root2016-Post_flowering_drought-14,Root_Y16P1-Post_flowering_drought-14
TP14R22,14,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-14,Root2016-Post_flowering_drought-14,Root_Y16P1-Post_flowering_drought-14
TP14R21,14,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-14,Root2016-Post_flowering_drought-14,Root_Y16P1-Post_flowering_drought-14
TP14R16,14,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-14,Root2016-Post_flowering_drought-14,Root_Y16P1-Post_flowering_drought-14
TP14R15,14,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-14,Root2016-Post_flowering_drought-14,Root_Y16P1-Post_flowering_drought-14
TP15R4,15,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-15,Root2016-Post_flowering_drought-15,Root_Y16P1-Post_flowering_drought-15
TP15R3,15,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-15,Root2016-Post_flowering_drought-15,Root_Y16P1-Post_flowering_drought-15
TP15R22,15,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-15,Root2016-Post_flowering_drought-15,Root_Y16P1-Post_flowering_drought-15
TP15R16,15,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-15,Root2016-Post_flowering_drought-15,Root_Y16P1-Post_flowering_drought-15
TP15R15,15,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-15,Root2016-Post_flowering_drought-15,Root_Y16P1-Post_flowering_drought-15
TP16R4,16,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-16,Root2016-Post_flowering_drought-16,Root_Y16P1-Post_flowering_drought-16
TP16R3,16,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-16,Root2016-Post_flowering_drought-16,Root_Y16P1-Post_flowering_drought-16
TP16R22,16,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-16,Root2016-Post_flowering_drought-16,Root_Y16P1-Post_flowering_drought-16
TP16R21,16,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-16,Root2016-Post_flowering_drought-16,Root_Y16P1-Post_flowering_drought-16
TP16R16,16,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-16,Root2016-Post_flowering_drought-16,Root_Y16P1-Post_flowering_drought-16
TP16R15,16,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-16,Root2016-Post_flowering_drought-16,Root_Y16P1-Post_flowering_drought-16
TP17R4,17,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-17,Root2016-Post_flowering_drought-17,Root_Y16P1-Post_flowering_drought-17
TP17R3,17,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-17,Root2016-Post_flowering_drought-17,Root_Y16P1-Post_flowering_drought-17
TP17R22,17,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-17,Root2016-Post_flowering_drought-17,Root_Y16P1-Post_flowering_drought-17
TP17R21,17,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-17,Root2016-Post_flowering_drought-17,Root_Y16P1-Post_flowering_drought-17
TP17R16,17,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-17,Root2016-Post_flowering_drought-17,Root_Y16P1-Post_flowering_drought-17
TP17R15,17,Root,Post_flowering_drought,Root_Y16P1,Y16plot,Y16sample,Root2016,Root-Post_flowering_drought-17,Root2016-Post_flowering_drought-17,Root_Y16P1-Post_flowering_drought-17
TP0S20,0,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-0,Soil2016-Control-0,Soil_Y16P1-Control-0
TP0S2,0,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-0,Soil2016-Control-0,Soil_Y16P1-Control-0
TP0S19,0,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-0,Soil2016-Control-0,Soil_Y16P1-Control-0
TP0S12,0,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-0,Soil2016-Control-0,Soil_Y16P1-Control-0
TP0S11,0,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-0,Soil2016-Control-0,Soil_Y16P1-Control-0
TP0S1,0,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-0,Soil2016-Control-0,Soil_Y16P1-Control-0
TP1S20,1,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-1,Soil2016-Control-1,Soil_Y16P1-Control-1
TP1S2,1,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-1,Soil2016-Control-1,Soil_Y16P1-Control-1
TP1S19,1,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-1,Soil2016-Control-1,Soil_Y16P1-Control-1
TP1S12,1,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-1,Soil2016-Control-1,Soil_Y16P1-Control-1
TP1S11,1,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-1,Soil2016-Control-1,Soil_Y16P1-Control-1
TP1S1,1,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-1,Soil2016-Control-1,Soil_Y16P1-Control-1
TP2S20,2,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-2,Soil2016-Control-2,Soil_Y16P1-Control-2
TP2S2,2,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-2,Soil2016-Control-2,Soil_Y16P1-Control-2
TP2S19,2,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-2,Soil2016-Control-2,Soil_Y16P1-Control-2
TP2S12,2,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-2,Soil2016-Control-2,Soil_Y16P1-Control-2
TP2S11,2,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-2,Soil2016-Control-2,Soil_Y16P1-Control-2
TP2S1,2,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-2,Soil2016-Control-2,Soil_Y16P1-Control-2
TP3S20,3,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-3,Soil2016-Control-3,Soil_Y16P1-Control-3
TP3S2,3,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-3,Soil2016-Control-3,Soil_Y16P1-Control-3
TP3S19,3,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-3,Soil2016-Control-3,Soil_Y16P1-Control-3
TP3S12,3,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-3,Soil2016-Control-3,Soil_Y16P1-Control-3
TP3S11,3,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-3,Soil2016-Control-3,Soil_Y16P1-Control-3
TP3S1,3,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-3,Soil2016-Control-3,Soil_Y16P1-Control-3
TP4S20,4,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-4,Soil2016-Control-4,Soil_Y16P1-Control-4
TP4S2,4,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-4,Soil2016-Control-4,Soil_Y16P1-Control-4
TP4S19,4,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-4,Soil2016-Control-4,Soil_Y16P1-Control-4
TP4S12,4,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-4,Soil2016-Control-4,Soil_Y16P1-Control-4
TP4S11,4,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-4,Soil2016-Control-4,Soil_Y16P1-Control-4
TP4S1,4,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-4,Soil2016-Control-4,Soil_Y16P1-Control-4
TP5S20,5,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-5,Soil2016-Control-5,Soil_Y16P1-Control-5
TP5S2,5,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-5,Soil2016-Control-5,Soil_Y16P1-Control-5
TP5S19,5,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-5,Soil2016-Control-5,Soil_Y16P1-Control-5
TP5S12,5,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-5,Soil2016-Control-5,Soil_Y16P1-Control-5
TP5S11,5,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-5,Soil2016-Control-5,Soil_Y16P1-Control-5
TP5S1,5,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-5,Soil2016-Control-5,Soil_Y16P1-Control-5
TP6S20,6,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-6,Soil2016-Control-6,Soil_Y16P1-Control-6
TP6S2,6,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-6,Soil2016-Control-6,Soil_Y16P1-Control-6
TP6S19,6,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-6,Soil2016-Control-6,Soil_Y16P1-Control-6
TP6S12,6,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-6,Soil2016-Control-6,Soil_Y16P1-Control-6
TP6S11,6,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-6,Soil2016-Control-6,Soil_Y16P1-Control-6
TP6S1,6,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-6,Soil2016-Control-6,Soil_Y16P1-Control-6
TP7S20,7,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-7,Soil2016-Control-7,Soil_Y16P1-Control-7
TP7S2,7,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-7,Soil2016-Control-7,Soil_Y16P1-Control-7
TP7S19,7,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-7,Soil2016-Control-7,Soil_Y16P1-Control-7
TP7S12,7,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-7,Soil2016-Control-7,Soil_Y16P1-Control-7
TP7S11,7,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-7,Soil2016-Control-7,Soil_Y16P1-Control-7
TP7S1,7,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-7,Soil2016-Control-7,Soil_Y16P1-Control-7
TP8S20,8,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-8,Soil2016-Control-8,Soil_Y16P1-Control-8
TP8S2,8,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-8,Soil2016-Control-8,Soil_Y16P1-Control-8
TP8S19,8,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-8,Soil2016-Control-8,Soil_Y16P1-Control-8
TP8S12,8,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-8,Soil2016-Control-8,Soil_Y16P1-Control-8
TP8S11,8,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-8,Soil2016-Control-8,Soil_Y16P1-Control-8
TP8S1,8,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-8,Soil2016-Control-8,Soil_Y16P1-Control-8
TP9S20,9,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-9,Soil2016-Control-9,Soil_Y16P1-Control-9
TP9S2,9,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-9,Soil2016-Control-9,Soil_Y16P1-Control-9
TP9S19,9,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-9,Soil2016-Control-9,Soil_Y16P1-Control-9
TP9S12,9,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-9,Soil2016-Control-9,Soil_Y16P1-Control-9
TP9S11,9,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-9,Soil2016-Control-9,Soil_Y16P1-Control-9
TP9S1,9,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-9,Soil2016-Control-9,Soil_Y16P1-Control-9
TP10S20,10,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-10,Soil2016-Control-10,Soil_Y16P1-Control-10
TP10S2,10,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-10,Soil2016-Control-10,Soil_Y16P1-Control-10
TP10S19,10,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-10,Soil2016-Control-10,Soil_Y16P1-Control-10
TP10S12,10,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-10,Soil2016-Control-10,Soil_Y16P1-Control-10
TP10S11,10,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-10,Soil2016-Control-10,Soil_Y16P1-Control-10
TP10S1,10,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-10,Soil2016-Control-10,Soil_Y16P1-Control-10
TP11S20,11,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-11,Soil2016-Control-11,Soil_Y16P1-Control-11
TP11S2,11,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-11,Soil2016-Control-11,Soil_Y16P1-Control-11
TP11S19,11,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-11,Soil2016-Control-11,Soil_Y16P1-Control-11
