,Barcode,libraryName,Block,Week,Replicate,Genotype,Condition,Sample.type,Day,Genotype.Sample.type,CompleteTreatment,CorTreatment,Row,isFloweringWeek,Date.Harvested,Collected.By,Collection.Time,No.plants.pooled,Notes,FloweringJulianDate,FloweringDate,FloweringWeek,FloweringDay,FloweringJulianDate.1,LbsGrainHarvestPerPlot,TonsOfGrain.ac,PctGrainMoisture,TonsOfGrain.acAt13PctMoisture,X1000SeedWt_g,ApproximateEndOfSeasonStandCount_aveOfGrainRows,TotalFreshForageWtPerPlot_kg,TotalFreshForageWtPerPlot_lbs,TonsOfForage.ac,PctMoistureForage,TonsOfForage.acAt65PctMoisture,ApproximateEndOfSeasonStandCount_aveOfForageRows,DryBiomass,FreshBiomass,AveHeight,BarcodeJGI,isCorrectedBarcode,SampleId,rawReads,filteredReads,sampleName,conditionNumber,sequencerType,runType,fileUsed,processed_as,totalFragments,mappedFragments,assignedFragments,unassignedAmbiguous,unassignedNoFeatures,unassignedSecondaryHits,ratioStrandedness,MappedRatio,AssignedRatio,Plate1,Location,Plate,Mislabeled,Unreplicated,badSamples,questionableSamples,CompleteSampleTreatment,Week2D
0706165R17,T0706165R17,CCHPX,Block 17,5,1,BT642,Preflowering,Roots,Day35,BT642:Roots,BT642:05:Preflowering:Roots,BT642_05_Preflowering_17,Row5,FALSE,2007/6/16,Jess,11:26AM,15,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,NA,NA,39.4,0706165R17,FALSE,155882,32385592,32376549,0706165R17,47,HiSeq-2500 1TB,1x101,12081.3.236925.CACGTTG-ACAACGT.filter-RNA.fastq.gz,BT642,32376549,31411975,29969495,133635,1308845,0,0.9809,0.970207634,0.925654399,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,BT642:05:Preflowering,5
0713166R06,T0713166R06,BOCCT,Block 06,6,3,BT642,Preflowering,Roots,Day42,BT642:Roots,BT642:06:Preflowering:Roots,BT642_06_Preflowering_6,Row6,FALSE,7/13/16,Julie P/Mala/Jessie,10:34 AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,95,406.6,58.4,0713166R06,FALSE,131852,24533389,24456530,0713166R06,48,HiSeq-2500 1TB,1x101,11250.4.197787.TGACTGA-GTCAGTC.filter-RNA.fastq.gz,BT642,39365499,38013595,36227570,175809,1610216,0,0.9801,0.965657644,0.920287331,16-Dec-12_RA_1,B5,B,FALSE,FALSE,FALSE,FALSE,BT642:06:Preflowering,6
0713166R14,T0713166R14,BOCNC,Block 14,6,2,BT642,Preflowering,Roots,Day42,BT642:Roots,BT642:06:Preflowering:Roots,BT642_06_Preflowering_14,Row6,FALSE,7/13/16,Julie S/Peggy/Ashwin,11:15 AM,10,,230,2016/8/17,11,82,230,13.99,1.2188088,41.4,0.820944778,25.2,127,48.7,107.1,9.3270672,70.1,7.961108571,129.5,38.5,148,47.2,0713166R14,FALSE,131871,19300257,19243388,0713166R14,48,HiSeq-2500 1TB,1x101,11193.2.195651.AACGGTC-TGACCGT.filter-RNA.fastq.gz,BT642,19243388,18653083,17971747,66139,615197,0,0.9825,0.969324269,0.933918029,16-Dec-12_RA_1,B4,B,FALSE,FALSE,FALSE,FALSE,BT642:06:Preflowering,6
0713166R17,T0713166R17,BOPHU,Block 17,6,1,BT642,Preflowering,Roots,Day42,BT642:Roots,BT642:06:Preflowering:Roots,BT642_06_Preflowering_17,Row6,FALSE,7/13/16,Julie P/Mala/Jessie,11:24 AM,10,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,39.3,151.6,44.4,0713166R17,FALSE,131942,24486841,24224160,0713166R17,48,HiSeq-2500 1TB,1x101,11228.2.196754.TTGAGGC-TGCCTCA.filter-RNA.fastq.gz,BT642,24224160,23368382,22314267,96051,958064,0,0.9804,0.964672542,0.921157514,16-Dec-20_RA_1,D4,D,FALSE,FALSE,FALSE,FALSE,BT642:06:Preflowering,6
0720167R06,T0720167R06,BOCGC,Block 06,7,3,BT642,Preflowering,Roots,Day49,BT642:Roots,BT642:07:Preflowering:Roots,BT642_07_Preflowering_6,Row7,FALSE,7/20/16,Julie P/Mala/Jessie,10:39 AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,NA,NA,57.8,0720167R06,FALSE,131856,15498607,15353265,0720167R06,49,HiSeq-2500 1TB,1x101,11198.1.195842.AGAATGC-GGCATTC.filter-RNA.fastq.gz,BT642,40427768,38968091,37224891,184271,1558929,0,0.9811,0.963894198,0.92077532,16-Dec-12_RA_1,B6,B,FALSE,TRUE,FALSE,FALSE,BT642:07:Preflowering,7
0727168R06,T0727168R06,BOCUU,Block 06,8,3,BT642,Preflowering,Roots,Day56,BT642:Roots,BT642:08:Preflowering:Roots,BT642_08_Preflowering_6,Row8,FALSE,7/27/16,Julie S/Ashwin/Peggy,10:46 AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,212,818,62.2,0727168R06,FALSE,131884,28032984,28002933,0727168R06,50,HiSeq-2500 1TB,1x101,11250.8.197821.TGGATCA-GTGATCC.filter-RNA.fastq.gz,BT642,28002933,27053032,25979016,105387,968629,0,0.9812,0.966078518,0.927724821,16-Dec-13_RA_1,E1,E,FALSE,FALSE,FALSE,FALSE,BT642:08:Preflowering,8
0727168R17,T0727168R17,BOPAO,Block 17,8,1,BT642,Preflowering,Roots,Day56,BT642:Roots,BT642:08:Preflowering:Roots,BT642_08_Preflowering_17,Row8,FALSE,7/27/16,Julie S/Ashwin/Peggy/JulieP,11:46 AM,10,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,76,282,51.8,0727168R18,TRUE,131771,23341916,23037862,0727168R18,50,HiSeq-2500 1TB,1x101,11228.6.196790.TGTACAC-GGTGTAC.filter-RNA.fastq.gz,BT642,23037862,22044978,21080317,84539,880122,0,0.9802,0.956902077,0.915029225,16-Dec-20_RA_1,G1,G,FALSE,FALSE,FALSE,FALSE,BT642:08:Preflowering,8
0803169R14,T0803169R14,BOCSN,Block 14,9,2,BT642,Preflowering,Roots,Day63,BT642:Roots,BT642:09:Preflowering:Roots,BT642_09_Preflowering_14,Row9,FALSE,2008/3/16,Julie P,11:24 AM,10,,230,2016/8/17,11,82,230,13.99,1.2188088,41.4,0.820944778,25.2,127,48.7,107.1,9.3270672,70.1,7.961108571,129.5,NA,NA,58,0803169R14,FALSE,131912,23740642,23545697,0803169R14,51,HiSeq-2500 1TB,1x101,11199.8.195834.CGTAGGT-AACCTAC.filter-RNA.fastq.gz,BT642,23545697,22531655,21546351,72305,912999,0,0.9786,0.956933023,0.915086565,16-Dec-13_RA_1,A3,A,FALSE,FALSE,FALSE,FALSE,BT642:09:Preflowering,9
0803169R06,T0803169R06,BOCWG,Block 06,9,3,BT642,Preflowering,Roots,Day63,BT642:Roots,BT642:09:Preflowering:Roots,BT642_09_Preflowering_6,Row9,TRUE,2008/3/16,Julie P,10:45 AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,NA,NA,56.6,0803169R06,FALSE,131888,28093869,27825451,0803169R06,51,HiSeq-2500 1TB,1x101,11250.7.197813.CACTGAC-TGTCAGT.filter-RNA.fastq.gz,BT642,46271060,44166839,42357868,183852,1625119,0,0.9799,0.954524037,0.915428953,16-Dec-13_RA_1,F2,F,FALSE,FALSE,FALSE,FALSE,BT642:09:Preflowering,9
0803169R17,T0803169R17,BOPBB,Block 17,9,1,BT642,Preflowering,Roots,Day63,BT642:Roots,BT642:09:Preflowering:Roots,BT642_09_Preflowering_17,Row9,FALSE,2008/3/16,Mala/Jessie/Amy,11:51 AM,10,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,NA,NA,52,0803169R17,FALSE,131961,22907381,22846752,0803169R17,51,HiSeq-2500 1TB,1x101,11238.4.197183.ACCATCC-TGGATGG.filter-RNA.fastq.gz,BT642,22846752,21981680,20952044,75602,954034,0,0.9786,0.962135887,0.917068824,16-Dec-20_RA_1,D3,D,FALSE,FALSE,FALSE,FALSE,BT642:09:Preflowering,9
0810162R14,T0810162R14,BOCTC,Block 14,10,2,BT642,Preflowering,Roots,Day70,BT642:Roots,BT642:10:Preflowering:Roots,BT642_10_Preflowering_14,Row2,FALSE,2008/10/16,John Vogel,11:39 AM,10,,230,2016/8/17,11,82,230,13.99,1.2188088,41.4,0.820944778,25.2,127,48.7,107.1,9.3270672,70.1,7.961108571,129.5,156,730,50.6,0810160R14,TRUE,131918,28258775,28201392,0810160R14,52,HiSeq-2500 1TB,1x101,11198.4.195869.GAACGCT-AAGCGTT.filter-RNA.fastq.gz,BT642,28201392,26352440,25210651,96041,1045748,0,0.9797,0.934437563,0.893950589,16-Dec-13_RA_1,E4,E,FALSE,FALSE,FALSE,FALSE,BT642:10:Preflowering,10
0810162R06,T0810162R06,BOCXA,Block 06,10,3,BT642,Preflowering,Roots,Day70,BT642:Roots,BT642:10:Preflowering:Roots,BT642_10_Preflowering_6,Row2,FALSE,2008/10/16,Lifeng,10:58 AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,144,634,61.6,0810160R06,TRUE,131894,17789769,17749270,0810160R06,52,HiSeq-2500 1TB,1x101,11198.5.195877.AACGGTC-TGACCGT.filter-RNA.fastq.gz,BT642,42104176,39075060,37407859,159357,1507844,0,0.9801,0.928056637,0.888459591,16-Dec-13_RA_1,B4,B,FALSE,FALSE,FALSE,FALSE,BT642:10:Preflowering,10
0810162R17,T0810162R17,BOPBY,Block 17,10,1,BT642,Preflowering,Roots,Day70,BT642:Roots,BT642:10:Preflowering:Roots,BT642_10_Preflowering_17,Row2,FALSE,2008/10/16,Lifeng,12:01 PM,10,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,110,552,58.8,0810160R17,TRUE,131967,20335038,20122328,0810160R17,52,HiSeq-2500 1TB,1x101,11238.5.197192.CAATCGA-GTCGATT.filter-RNA.fastq.gz,BT642,20122328,18570580,17698128,67316,805136,0,0.9786,0.922884271,0.879526862,16-Dec-20_RA_1,H4,H,FALSE,FALSE,FALSE,FALSE,BT642:10:Preflowering,10
0817163R14,T0817163R14,BOCTZ,Block 14,11,2,BT642,Preflowering,Roots,Day77,BT642:Roots,BT642:11:Preflowering:Roots,BT642_11_Preflowering_14,Row3,TRUE,8/17/16,Jacob/Lily,12:19 PM,10,,230,2016/8/17,11,82,230,13.99,1.2188088,41.4,0.820944778,25.2,127,48.7,107.1,9.3270672,70.1,7.961108571,129.5,NA,NA,76.8,0817163R14,FALSE,131924,24190617,24166631,0817163R14,53,HiSeq-2500 1TB,1x101,11198.8.195902.GAGGACT-AAGTCCT.filter-RNA.fastq.gz,BT642,24166631,21832921,20966830,74298,791793,0,0.9801,0.903432547,0.867594246,16-Dec-13_RA_1,A6,A,FALSE,FALSE,FALSE,FALSE,BT642:11:Preflowering,11
0817163R06,T0817163R06,BOCXX,Block 06,11,3,BT642,Preflowering,Roots,Day77,BT642:Roots,BT642:11:Preflowering:Roots,BT642_11_Preflowering_6,Row3,FALSE,8/17/16,Jacob/Lily,11:38 AM,10,Prop roots,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,NA,NA,76,0817163R06,FALSE,131900,19937123,19894278,0817163R06,53,HiSeq-2500 1TB,1x101,11198.7.195894.CTATCGC-TGCGATA.filter-RNA.fastq.gz,BT642,46409063,42125637,40426262,162106,1537269,0,0.9807,0.907702812,0.871085503,16-Dec-13_RA_1,F5,F,FALSE,FALSE,FALSE,FALSE,BT642:11:Preflowering,11
0817163R17,T0817163R17,BOPCU,Block 17,11,1,BT642,Preflowering,Roots,Day77,BT642:Roots,BT642:11:Preflowering:Roots,BT642_11_Preflowering_17,Row3,TRUE,8/17/16,Jacob/Lily,12:45 PM,10,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,NA,NA,73.4,0817163R17,FALSE,131973,20196649,19967290,0817163R17,53,HiSeq-2500 1TB,1x101,11228.3.196763.AGCAAGC-TGCTTGC.filter-RNA.fastq.gz,BT642,19967290,17605966,16850901,61774,693291,0,0.9785,0.881740386,0.84392529,16-Dec-20_RA_1,D6,D,FALSE,FALSE,FALSE,FALSE,BT642:11:Preflowering,11
0824164R06,T0824164R06,BOPTO,Block 06,12,3,BT642,Preflowering,Roots,Day84,BT642:Roots,BT642:12:Preflowering:Roots,BT642_12_Preflowering_6,Row4,FALSE,8/24/16,Lifeng,11:07 AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,274,1028,81.8,0824164R06,FALSE,131976,22106138,22062052,0824164R06,54,HiSeq-2500 1TB,1x101,11238.8.197219.TGGATCA-GTGATCC.filter-RNA.fastq.gz,BT642,22062052,19999820,19167823,76605,755392,0,0.981,0.90652583,0.868814152,16-Dec-20_RA_2,E1,E,FALSE,FALSE,FALSE,FALSE,BT642:12:Preflowering,12
0824164R14,T0824164R14,BZNPN,Block 14,12,2,BT642,Preflowering,Roots,Day84,BT642:Roots,BT642:12:Preflowering:Roots,BT642_12_Preflowering_14,Row4,FALSE,8/24/16,Lifeng,11:49 AM,10,,230,2016/8/17,11,82,230,13.99,1.2188088,41.4,0.820944778,25.2,127,48.7,107.1,9.3270672,70.1,7.961108571,129.5,206,756,82.6,0824164R14,FALSE,155889,29778092,29316072,0824164R14,54,HiSeq-2500 1TB,1x101,11887.6.224832.GTCTCCT-AAGGAGA.filter-RNA.fastq.gz,BT642,29316072,26359091,25253582,95730,1009779,0,0.9813,0.899134475,0.861424477,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,BT642:12:Preflowering,12
0824164R17,T0824164R17,BZNPO,Block 17,12,1,BT642,Preflowering,Roots,Day84,BT642:Roots,BT642:12:Preflowering:Roots,BT642_12_Preflowering_17,Row4,FALSE,8/24/16,Amy/Jeff,12:18 PM,10,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,184,770,84.6,0824164R17,FALSE,155890,31093084,31026780,0824164R17,54,HiSeq-2500 1TB,1x101,11887.7.224842.ACGATGA-GTCATCG.filter-RNA.fastq.gz,BT642,31026780,27797978,26731598,99809,966571,0,0.982,0.895934996,0.861565332,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,BT642:12:Preflowering,12
0831165R14,T0831165R14,BOCNZ,Block 14,13,2,BT642,Preflowering,Roots,Day91,BT642:Roots,BT642:13:Preflowering:Roots,BT642_13_Preflowering_14,Row5,NA,8/31/16,Kristin,11:38 AM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R14,FALSE,131877,20255166,20186044,0831165R14,55,HiSeq-2500 1TB,1x101,11193.3.195661.CTATCGC-TGCGATA.filter-RNA.fastq.gz,BT642,20186044,18186345,17459557,63875,662913,0,0.9812,0.900936558,0.864932079,16-Dec-12_RA_1,F5,F,FALSE,FALSE,FALSE,FALSE,BT642:13:Preflowering,13
0831165R17,T0831165R17,BOPNP,Block 17,13,1,BT642,Preflowering,Roots,Day91,BT642:Roots,BT642:13:Preflowering:Roots,BT642_13_Preflowering_17,Row5,NA,8/31/16,Kristin,12:20 PM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R17,FALSE,131948,14734667,14687081,0831165R17,55,HiSeq-2500 1TB,1x101,11228.8.196807.GACATTC-GGAATGT.filter-RNA.fastq.gz,BT642,14687081,13143563,12610672,47191,485700,0,0.9791,0.894906415,0.858623439,16-Dec-20_RA_1,H5,H,FALSE,FALSE,FALSE,FALSE,BT642:13:Preflowering,13
0831165R06,T0831165R06,BOPUG,Block 06,13,3,BT642,Preflowering,Roots,Day91,BT642:Roots,BT642:13:Preflowering:Roots,BT642_13_Preflowering_6,Row5,NA,8/31/16,Kristin,11:02 AM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R06,FALSE,131982,35872627,35508264,0831165R06,55,HiSeq-2500 1TB,1x101,11237.3.197246.CCAAGCA-TTGCTTG.filter-RNA.fastq.gz,BT642,35508264,33092952,31823431,125387,1144134,0,0.9808,0.931978877,0.896226045,16-Dec-20_RA_2,B3,B,FALSE,FALSE,FALSE,FALSE,BT642:13:Preflowering,13
0907166R06,T0907166R06,BOPWA,Block 06,14,3,BT642,Preflowering,Roots,Day98,BT642:Roots,BT642:14:Preflowering:Roots,BT642_14_Preflowering_6,Row6,FALSE,2009/7/16,Julie S/Julie P,10:58 AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,284,1165,82.2,0907166R06,FALSE,131988,15719569,15575852,0907166R06,56,HiSeq-2500 1TB,1x101,11238.7.197210.CACCTTA-GTAAGGT.filter-RNA.fastq.gz,BT642,15575852,14392888,13837102,53233,502553,0,0.9806,0.92405141,0.888368867,16-Dec-20_RA_2,F4,F,FALSE,TRUE,FALSE,FALSE,BT642:14:Preflowering,14
0914167R14,T0914167R14,BOPST,Block 14,15,2,BT642,Preflowering,Roots,Day105,BT642:Roots,BT642:15:Preflowering:Roots,BT642_15_Preflowering_14,Row7,FALSE,9/14/16,Mark/Ryan/Jeff,11:49 AM,10,,230,2016/8/17,11,82,230,13.99,1.2188088,41.4,0.820944778,25.2,127,48.7,107.1,9.3270672,70.1,7.961108571,129.5,NA,NA,91.8,0914167R14,FALSE,132016,22465049,22399451,0914167R14,57,HiSeq-2500 1TB,1x101,11237.8.197290.TCTCTTC-GGAAGAG.filter-RNA.fastq.gz,BT642,22399451,19484653,18698418,72859,713376,0,0.9785,0.8698719,0.834771263,16-Dec-20_RA_2,H5,H,FALSE,FALSE,FALSE,FALSE,BT642:15:Preflowering,15
0914167R17,T0914167R17,BOPSX,Block 17,15,1,BT642,Preflowering,Roots,Day105,BT642:Roots,BT642:15:Preflowering:Roots,BT642_15_Preflowering_17,Row7,FALSE,9/14/16,Mark/Ryan,12:16 PM,10,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,NA,NA,95.4,0914167R17,FALSE,132018,20099874,20042755,0914167R17,57,HiSeq-2500 1TB,1x101,11237.4.197254.GCTGGAT-AATCCAG.filter-RNA.fastq.gz,BT642,20042755,18214615,17492558,68553,653504,0,0.9796,0.908787988,0.872762153,16-Dec-20_RA_2,C6,C,FALSE,FALSE,FALSE,FALSE,BT642:15:Preflowering,15
0921168R06,T0921168R06,BTOPS,Block 06,16,3,BT642,Preflowering,Roots,Day112,BT642:Roots,BT642:16:Preflowering:Roots,BT642_16_Preflowering_6,Row8,FALSE,9/21/16,Kristin/Peggy/Pubudu,10:58 AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,380.3,1200,99.8,0921168R06,FALSE,134916,25584110,25413195,0921168R06,58,HiSeq-2500 1TB,1x101,11586.4.212634.CGGTTGT-AACAACC.filter-RNA.fastq.gz,BT642,25413195,21850797,20812104,77094,961599,0,0.9753,0.859820932,0.818948739,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,BT642:16:Preflowering,16
0928169R06,T0928169R06,BOPOY,Block 06,17,3,BT642,Preflowering,Roots,Day119,BT642:Roots,BT642:17:Preflowering:Roots,BT642_17_Preflowering_6,Row9,FALSE,9/28/16,Cheng/Peggy,10:51 AM,10,,216,2016/8/3,9,68,216,12.72,1.1081664,40.12,0.762724184,23.94,130.5,64.4,141.6,12.3366276,73.4,9.368108287,137,NA,NA,100,0928169R06,FALSE,132003,25415143,25084556,0928169R06,59,HiSeq-2500 1TB,1x101,11237.6.197272.ACGGAAC-TGTTCCG.filter-RNA.fastq.gz,BT642,25084556,23332251,22346480,88840,896931,0,0.9805,0.93014407,0.890846145,16-Dec-20_RA_2,F2,F,FALSE,FALSE,FALSE,FALSE,BT642:17:Preflowering,17
0928169R14,T0928169R14,BOPPO,Block 14,17,2,BT642,Preflowering,Roots,Day119,BT642:Roots,BT642:17:Preflowering:Roots,BT642_17_Preflowering_14,Row9,FALSE,9/28/16,Julie P,11:23 AM,10,,230,2016/8/17,11,82,230,13.99,1.2188088,41.4,0.820944778,25.2,127,48.7,107.1,9.3270672,70.1,7.961108571,129.5,NA,NA,94,0928169R14,FALSE,132007,21025785,20982642,0928169R14,59,HiSeq-2500 1TB,1x101,11238.7.197210.CGCTTAA-GTTAAGC.filter-RNA.fastq.gz,BT642,20982642,18934220,18134797,71007,728416,0,0.9803,0.902375402,0.864276148,16-Dec-20_RA_2,F3,F,FALSE,FALSE,FALSE,FALSE,BT642:17:Preflowering,17
0928169R17,T0928169R17,BOPPX,Block 17,17,1,BT642,Preflowering,Roots,Day119,BT642:Roots,BT642:17:Preflowering:Roots,BT642_17_Preflowering_17,Row9,FALSE,9/28/16,Julie P,11:50 AM,10,,230,2016/8/17,11,82,230,16.6,1.446192,35.59,1.070680767,25.17,137.5,58.1,127.9,11.142648,73.9,8.305079255,122,NA,NA,95,0928169R17,FALSE,132011,22577776,22332914,0928169R17,59,HiSeq-2500 1TB,1x101,11238.8.197219.GTAACGA-GTCGTTA.filter-RNA.fastq.gz,BT642,22332914,20713879,19842913,81459,789507,0,0.9806,0.927504534,0.888505324,16-Dec-20_RA_2,D4,D,FALSE,FALSE,FALSE,FALSE,BT642:17:Preflowering,17
0803169R04,T0803169R04,BOCSB,Block 04,9,2,BT642,Postflowering,Roots,Day63,BT642:Roots,BT642:09:Postflowering:Roots,BT642_09_Postflowering_4,Row9,TRUE,2008/3/16,Julie P,10:29 AM,10,,210,2016/7/28,9,62,210,21.09,1.8373608,26.17,1.559222389,27.62,149.5,56,123.3,10.73754,61.5,11.79949451,147.5,NA,NA,102,0803169R04,FALSE,131910,27069790,27014168,0803169R04,61,HiSeq-2500 1TB,1x101,11199.6.195816.GGACTGT-AACAGTC.filter-RNA.fastq.gz,BT642,27014168,25013475,23979541,91431,942503,0,0.98,0.925939122,0.887665354,16-Dec-13_RA_1,E2,E,FALSE,FALSE,FALSE,FALSE,BT642:09:Postflowering,9
0803169R21,T0803169R21,BOCWT,Block 21,9,3,BT642,Postflowering,Roots,Day63,BT642:Roots,BT642:09:Postflowering:Roots,BT642_09_Postflowering_21,Row9,TRUE,2008/3/16,Julie P,12:33 PM,10,,210,2016/7/28,9,62,210,24.66,2.1483792,23.48,1.889585935,27.7,141,51.2,112.6,9.8088408,44.9,15.42804686,144.5,NA,NA,103,0803169R21,FALSE,131892,27485657,27444294,0803169R21,61,HiSeq-2500 1TB,1x101,11198.6.195886.ATGGTCC-TGGACCA.filter-RNA.fastq.gz,BT642,57575169,54419411,52281017,220536,1917858,0,0.9799,0.945188906,0.908047999,16-Dec-13_RA_1,D3,D,FALSE,FALSE,FALSE,FALSE,BT642:09:Postflowering,9
0803169R15,T0803169R15,BZNPT,Block 15,9,1,BT642,Postflowering,Roots,Day63,BT642:Roots,BT642:09:Postflowering:Roots,BT642_09_Postflowering_15,Row9,TRUE,2008/3/16,Mala/Jessie/Amy,11:32 AM,10,,210,2016/7/28,9,62,210,12.72,1.1081664,25.06,0.954551609,21.78,135,45.4,99.9,8.7063372,56.6,10.79949841,143.5,NA,NA,101,0803169R15redo,TRUE,155893,25771487,25305227,0803169R15redo,61,HiSeq-2500 1TB,1x101,11887.6.224832.AGAGCCT-AAGGCTC.filter-RNA.fastq.gz,BT642,25305227,23389352,22453907,80308,855137,0,0.9815,0.924289357,0.887322884,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,BT642:09:Postflowering,9
0810162R04,T0810162R04,BOCSY,Block 04,10,2,BT642,Postflowering,Roots,Day70,BT642:Roots,BT642:10:Postflowering:Roots,BT642_10_Postflowering_4,Row2,FALSE,2008/10/16,Lifeng,10:36 AM,10,,210,2016/7/28,9,62,210,21.09,1.8373608,26.17,1.559222389,27.62,149.5,56,123.3,10.73754,61.5,11.79949451,147.5,386,1404,98.4,0810160R04,TRUE,131916,28862188,28823069,0810160R04,62,HiSeq-2500 1TB,1x101,11250.7.197813.CCTCAGT-AACTGAG.filter-RNA.fastq.gz,BT642,48842026,45806035,43812501,203265,1790269,0,0.9809,0.937840601,0.897024644,16-Dec-13_RA_1,A4,A,FALSE,FALSE,FALSE,FALSE,BT642:10:Postflowering,10
0810162R21,T0810162R21,BOCXO,Block 21,10,3,BT642,Postflowering,Roots,Day70,BT642:Roots,BT642:10:Postflowering:Roots,BT642_10_Postflowering_21,Row2,FALSE,2008/10/16,Lifeng,12:35 PM,10,,210,2016/7/28,9,62,210,24.66,2.1483792,23.48,1.889585935,27.7,141,51.2,112.6,9.8088408,44.9,15.42804686,144.5,554,1874,93.2,0810160R21,TRUE,131898,23963588,23732877,0810160R21,62,HiSeq-2500 1TB,1x101,11199.7.195825.GTGAATC-GGATTCA.filter-RNA.fastq.gz,BT642,23732877,22477057,21597863,82315,796879,0,0.9814,0.947085219,0.910039815,16-Dec-13_RA_1,H4,H,FALSE,FALSE,FALSE,FALSE,BT642:10:Postflowering,10
0810162R15,T0810162R15,BOPBT,Block 15,10,1,BT642,Postflowering,Roots,Day70,BT642:Roots,BT642:10:Postflowering:Roots,BT642_10_Postflowering_15,Row2,FALSE,2008/10/16,Lifeng,11:46 AM,10,,210,2016/7/28,9,62,210,12.72,1.1081664,25.06,0.954551609,21.78,135,45.4,99.9,8.7063372,56.6,10.79949841,143.5,396,1268,91.8,0810160R15,TRUE,131965,20458757,20212061,0810160R15,62,HiSeq-2500 1TB,1x101,11238.5.197192.GTAACGA-GTCGTTA.filter-RNA.fastq.gz,BT642,20212061,18733766,17883684,73897,776185,0,0.9805,0.926860749,0.884802594,16-Dec-20_RA_1,D4,D,FALSE,FALSE,FALSE,FALSE,BT642:10:Postflowering,10
0817163R04,T0817163R04,BOCTU,Block 04,11,2,BT642,Postflowering,Roots,Day77,BT642:Roots,BT642:11:Postflowering:Roots,BT642_11_Postflowering_4,Row3,FALSE,8/17/16,Jacob/Lily,11:22 AM,10,Prop roots,210,2016/7/28,9,62,210,21.09,1.8373608,26.17,1.559222389,27.62,149.5,56,123.3,10.73754,61.5,11.79949451,147.5,NA,NA,100,0817163R04,FALSE,131922,25580293,25348661,0817163R04,63,HiSeq-2500 1TB,1x101,11198.8.195902.TACGCCT-AAGGCGT.filter-RNA.fastq.gz,BT642,25348661,23230618,22247932,86332,896354,0,0.9797,0.916443594,0.877676813,16-Dec-13_RA_1,E5,E,FALSE,FALSE,FALSE,FALSE,BT642:11:Postflowering,11
