gene_id,UP
Acremonium_persicinum3_15288|g950.t1,0
Acremonium_persicinum3_15288|g955.t1,0
Acremonium_persicinum3_15288|g960.t1,0
Acremonium_persicinum3_15288|g961.t1,0
Acremonium_persicinum3_15288|g968.t1,0
Acremonium_persicinum3_15288|g973.t1,0
Acremonium_persicinum3_15288|g978.t1,0
Acremonium_persicinum3_15288|g979.t1,0
Acremonium_persicinum3_15288|g986.t1,0
Acremonium_persicinum3_15288|g987.t1,0
Acremonium_persicinum3_15288|g989.t1,0
Acremonium_persicinum3_15288|g990.t1,1
Acremonium_persicinum3_15288|g995.t1,0
Acremonium_persicinum3_15288|g996.t1,0
Acremonium_persicinum3_15288|g999.t1,0
Acremonium_persicinum3_15288|g1004.t1,0
Acremonium_persicinum3_15288|g1012.t1,0
Acremonium_persicinum3_15288|g1019.t1,0
Acremonium_persicinum3_15288|g1020.t1,0
Acremonium_persicinum3_15288|g1021.t1,0
Acremonium_persicinum3_15288|g1022.t1,0
Acremonium_persicinum3_15288|g1029.t1,0
Acremonium_persicinum3_15288|g1048.t1,0
Acremonium_persicinum3_15288|g1066.t1,0
Acremonium_persicinum3_15288|g1072.t1,0
Acremonium_persicinum3_15288|g1079.t1,0
Acremonium_persicinum3_15288|g1086.t1,0
Acremonium_persicinum3_15288|g1090.t1,0
Acremonium_persicinum3_15288|g1097.t1,0
Acremonium_persicinum3_15288|g1098.t1,0
Acremonium_persicinum3_15288|g1099.t1,0
Acremonium_persicinum3_15288|g1108.t1,0
Acremonium_persicinum3_15288|g1113.t1,0
Acremonium_persicinum3_15288|g1114.t1,0
Acremonium_persicinum3_15288|g1115.t1,0
Acremonium_persicinum3_15288|g1116.t1,0
Acremonium_persicinum3_15288|g1118.t1,0
Acremonium_persicinum3_15288|g1121.t1,1
Acremonium_persicinum3_15288|g1122.t1,0
Acremonium_persicinum3_15288|g1138.t1,0
Acremonium_persicinum3_15288|g1144.t1,0
Acremonium_persicinum3_15288|g1145.t1,0
Acremonium_persicinum3_15288|g1147.t1,0
Acremonium_persicinum3_15288|g1148.t1,0
Acremonium_persicinum3_15288|g1160.t1,0
Acremonium_persicinum3_15288|g1161.t1,0
Acremonium_persicinum3_15288|g1162.t1,0
Acremonium_persicinum3_15288|g1163.t1,0
Acremonium_persicinum3_15288|g1164.t1,0
Acremonium_persicinum3_15288|g1165.t1,0
Acremonium_persicinum3_15288|g1175.t1,0
Acremonium_persicinum3_15288|g1176.t1,0
Acremonium_persicinum3_15288|g1178.t1,0
Acremonium_persicinum3_15288|g1180.t1,0
Acremonium_persicinum3_15288|g1183.t1,0
Acremonium_persicinum3_15288|g1184.t1,0
Acremonium_persicinum3_15288|g1187.t1,0
Acremonium_persicinum3_15288|g1189.t1,0
Acremonium_persicinum3_15288|g1192.t1,0
Acremonium_persicinum3_15288|g1193.t1,0
Acremonium_persicinum3_15288|g1209.t1,0
Acremonium_persicinum3_15288|g1210.t1,0
Acremonium_persicinum3_15288|g1215.t1,0
Acremonium_persicinum3_15288|g1216.t1,0
Acremonium_persicinum3_15288|g1226.t1,0
Acremonium_persicinum3_15288|g1232.t1,0
Acremonium_persicinum3_15288|g1233.t1,0
Acremonium_persicinum3_15288|g1234.t1,0
Acremonium_persicinum3_15288|g1235.t1,0
Acremonium_persicinum3_15288|g1236.t1,0
Acremonium_persicinum3_15288|g1240.t1,0
Acremonium_persicinum3_15288|g1241.t1,0
Acremonium_persicinum3_15288|g1251.t1,0
Acremonium_persicinum3_15288|g1252.t1,1
Acremonium_persicinum3_15288|g1257.t1,0
Acremonium_persicinum3_15288|g1259.t1,0
Acremonium_persicinum3_15288|g1260.t1,0
Acremonium_persicinum3_15288|g1261.t1,0
Acremonium_persicinum3_15288|g1262.t1,0
Acremonium_persicinum3_15288|g1264.t1,0
Acremonium_persicinum3_15288|g1267.t1,0
Acremonium_persicinum3_15288|g1268.t1,0
Acremonium_persicinum3_15288|g1269.t1,0
Acremonium_persicinum3_15288|g1270.t1,0
Acremonium_persicinum3_15288|g1271.t1,0
Acremonium_persicinum3_15288|g1275.t1,0
Acremonium_persicinum3_15288|g1278.t1,0
Acremonium_persicinum3_15288|g1282.t1,0
Acremonium_persicinum3_15288|g1283.t1,0
Acremonium_persicinum3_15288|g1284.t1,0
Acremonium_persicinum3_15288|g1285.t1,0
Acremonium_persicinum3_15288|g1286.t1,0
Acremonium_persicinum3_15288|g1287.t1,0
Acremonium_persicinum3_15288|g1288.t1,0
Acremonium_persicinum3_15288|g1289.t1,0
Acremonium_persicinum3_15288|g1295.t1,0
Acremonium_persicinum3_15288|g1296.t1,0
Acremonium_persicinum3_15288|g1297.t1,0
Acremonium_persicinum3_15288|g1298.t1,0
Acremonium_persicinum3_15288|g1302.t1,0
Acremonium_persicinum3_15288|g1305.t1,1
Acremonium_persicinum3_15288|g1306.t1,0
Acremonium_persicinum3_15288|g1310.t1,0
Acremonium_persicinum3_15288|g1312.t1,0
Acremonium_persicinum3_15288|g1314.t1,0
Acremonium_persicinum3_15288|g1315.t1,0
Acremonium_persicinum3_15288|g1316.t1,0
Acremonium_persicinum3_15288|g1317.t1,0
Acremonium_persicinum3_15288|g1318.t1,0
Acremonium_persicinum3_15288|g1319.t1,0
Acremonium_persicinum3_15288|g1320.t1,0
Acremonium_persicinum3_15288|g1321.t1,0
Acremonium_persicinum3_15288|g1325.t1,0
Acremonium_persicinum3_15288|g1326.t1,0
Acremonium_persicinum3_15288|g1327.t1,0
Acremonium_persicinum3_15288|g1328.t1,0
Acremonium_persicinum3_15288|g1332.t1,0
Acremonium_persicinum3_15288|g1333.t1,0
Acremonium_persicinum3_15288|g1334.t1,0
Acremonium_persicinum3_15288|g1335.t1,0
Acremonium_persicinum3_15288|g1336.t1,0
Acremonium_persicinum3_15288|g1337.t1,0
Acremonium_persicinum3_15288|g1338.t1,0
Acremonium_persicinum3_15288|g1339.t1,0
Acremonium_persicinum3_15288|g1342.t1,0
Acremonium_persicinum3_15288|g1343.t1,0
Acremonium_persicinum3_15288|g1347.t1,0
Acremonium_persicinum3_15288|g1348.t1,0
Acremonium_persicinum3_15288|g1350.t1,0
Acremonium_persicinum3_15288|g1356.t1,0
Acremonium_persicinum3_15288|g1357.t1,0
Acremonium_persicinum3_15288|g1359.t1,0
Acremonium_persicinum3_15288|g1360.t1,0
Acremonium_persicinum3_15288|g1362.t1,0
Acremonium_persicinum3_15288|g1366.t1,0
Acremonium_persicinum3_15288|g1370.t1,0
Acremonium_persicinum3_15288|g1371.t1,0
Acremonium_persicinum3_15288|g1375.t1,0
Acremonium_persicinum3_15288|g1376.t1,0
Acremonium_persicinum3_15288|g1382.t1,0
Acremonium_persicinum3_15288|g1383.t1,0
Acremonium_persicinum3_15288|g1384.t1,0
Acremonium_persicinum3_15288|g1385.t1,0
Acremonium_persicinum3_15288|g1386.t1,0
Acremonium_persicinum3_15288|g1387.t1,0
Acremonium_persicinum3_15288|g1389.t1,0
Acremonium_persicinum3_15288|g1390.t1,0
Acremonium_persicinum3_15288|g1392.t1,0
Acremonium_persicinum3_15288|g1395.t1,0
Acremonium_persicinum3_15288|g1396.t1,0
Acremonium_persicinum3_15288|g1405.t1,0
Acremonium_persicinum3_15288|g1408.t1,0
Acremonium_persicinum3_15288|g1410.t1,0
Acremonium_persicinum3_15288|g1411.t1,0
Acremonium_persicinum3_15288|g1413.t1,0
Acremonium_persicinum3_15288|g1414.t1,0
Acremonium_persicinum3_15288|g1415.t1,0
Acremonium_persicinum3_15288|g1419.t1,0
Acremonium_persicinum3_15288|g1422.t1,0
Acremonium_persicinum3_15288|g1423.t1,0
Acremonium_persicinum3_15288|g1424.t1,0
Acremonium_persicinum3_15288|g1425.t1,0
Acremonium_persicinum3_15288|g1426.t1,0
Acremonium_persicinum3_15288|g1427.t1,0
Acremonium_persicinum3_15288|g1428.t1,0
Acremonium_persicinum3_15288|g1429.t1,0
Acremonium_persicinum3_15288|g1430.t1,0
Acremonium_persicinum3_15288|g1431.t1,0
Acremonium_persicinum3_15288|g1432.t1,0
Acremonium_persicinum3_15288|g1433.t1,0
Acremonium_persicinum3_15288|g1434.t1,0
Acremonium_persicinum3_15288|g1437.t1,0
Acremonium_persicinum3_15288|g1438.t1,0
Acremonium_persicinum3_15288|g1440.t1,0
Acremonium_persicinum3_15288|g1442.t1,0
Acremonium_persicinum3_15288|g1443.t1,0
Acremonium_persicinum3_15288|g1444.t1,0
Acremonium_persicinum3_15288|g1446.t1,0
Acremonium_persicinum3_15288|g1456.t1,0
Acremonium_persicinum3_15288|g1457.t1,0
Acremonium_persicinum3_15288|g1458.t1,0
Acremonium_persicinum3_15288|g1461.t1,0
Acremonium_persicinum3_15288|g1464.t1,0
Acremonium_persicinum3_15288|g1465.t1,0
Acremonium_persicinum3_15288|g1467.t1,0
Acremonium_persicinum3_15288|g1470.t1,0
Acremonium_persicinum3_15288|g1474.t1,0
Acremonium_persicinum3_15288|g1476.t1,0
Acremonium_persicinum3_15288|g1478.t1,0
Acremonium_persicinum3_15288|g1479.t1,0
Acremonium_persicinum3_15288|g1480.t1,0
Acremonium_persicinum3_15288|g1482.t1,0
Acremonium_persicinum3_15288|g1499.t1,0
Acremonium_persicinum3_15288|g1500.t1,0
Acremonium_persicinum3_15288|g1501.t1,0
Acremonium_persicinum3_15288|g1502.t1,0
Acremonium_persicinum3_15288|g1506.t1,0
Acremonium_persicinum3_15288|g1507.t1,0
Acremonium_persicinum3_15288|g1508.t1,0
Acremonium_persicinum3_15288|g1509.t1,0
Acremonium_persicinum3_15288|g1510.t1,1
Acremonium_persicinum3_15288|g1516.t1,0
Acremonium_persicinum3_15288|g1519.t1,0
Acremonium_persicinum3_15288|g1520.t1,1
Acremonium_persicinum3_15288|g1521.t1,1
Acremonium_persicinum3_15288|g1522.t1,0
Acremonium_persicinum3_15288|g1524.t1,0
Acremonium_persicinum3_15288|g1525.t1,0
Acremonium_persicinum3_15288|g1526.t1,0
Acremonium_persicinum3_15288|g1527.t1,0
Acremonium_persicinum3_15288|g1528.t1,0
Acremonium_persicinum3_15288|g1529.t1,0
Acremonium_persicinum3_15288|g1530.t1,0
Acremonium_persicinum3_15288|g1531.t1,0
Acremonium_persicinum3_15288|g1532.t1,0
Acremonium_persicinum3_15288|g1533.t1,0
Acremonium_persicinum3_15288|g1534.t1,0
Acremonium_persicinum3_15288|g1535.t1,0
Acremonium_persicinum3_15288|g1539.t1,1
Acremonium_persicinum3_15288|g1540.t1,0
Acremonium_persicinum3_15288|g1541.t1,0
Acremonium_persicinum3_15288|g1542.t1,0
Acremonium_persicinum3_15288|g1543.t1,0
Acremonium_persicinum3_15288|g1547.t1,0
Acremonium_persicinum3_15288|g1549.t1,0
Acremonium_persicinum3_15288|g1550.t1,0
Acremonium_persicinum3_15288|g1553.t1,0
Acremonium_persicinum3_15288|g1556.t1,0
Acremonium_persicinum3_15288|g1565.t1,0
Acremonium_persicinum3_15288|g1568.t1,0
Acremonium_persicinum3_15288|g1570.t1,0
Acremonium_persicinum3_15288|g1571.t1,0
Acremonium_persicinum3_15288|g1572.t1,0
Acremonium_persicinum3_15288|g1574.t1,0
Acremonium_persicinum3_15288|g1575.t1,0
Acremonium_persicinum3_15288|g1576.t1,0
Acremonium_persicinum3_15288|g1580.t1,0
Acremonium_persicinum3_15288|g1581.t1,0
Acremonium_persicinum3_15288|g1582.t1,0
Acremonium_persicinum3_15288|g1587.t1,0
Acremonium_persicinum3_15288|g1588.t1,0
Acremonium_persicinum3_15288|g1589.t1,0
Acremonium_persicinum3_15288|g1592.t1,0
Acremonium_persicinum3_15288|g1593.t1,0
Acremonium_persicinum3_15288|g1597.t1,0
Acremonium_persicinum3_15288|g1603.t1,0
Acremonium_persicinum3_15288|g1604.t1,0
Acremonium_persicinum3_15288|g1607.t1,0
Acremonium_persicinum3_15288|g1608.t1,0
Acremonium_persicinum3_15288|g1609.t1,0
Acremonium_persicinum3_15288|g1613.t1,0
Acremonium_persicinum3_15288|g1616.t1,0
Acremonium_persicinum3_15288|g1617.t1,0
Acremonium_persicinum3_15288|g1618.t1,0
Acremonium_persicinum3_15288|g1622.t1,0
Acremonium_persicinum3_15288|g1623.t1,0
Acremonium_persicinum3_15288|g1624.t1,0
Acremonium_persicinum3_15288|g1625.t1,0
Acremonium_persicinum3_15288|g1626.t1,0
Acremonium_persicinum3_15288|g1627.t1,0
Acremonium_persicinum3_15288|g1630.t1,0
Acremonium_persicinum3_15288|g1631.t1,0
Acremonium_persicinum3_15288|g1638.t1,0
Acremonium_persicinum3_15288|g1639.t1,0
Acremonium_persicinum3_15288|g1642.t1,0
Acremonium_persicinum3_15288|g1643.t1,0
Acremonium_persicinum3_15288|g1644.t1,0
Acremonium_persicinum3_15288|g1646.t1,0
Acremonium_persicinum3_15288|g1647.t1,0
Acremonium_persicinum3_15288|g1648.t1,0
Acremonium_persicinum3_15288|g1649.t1,0
Acremonium_persicinum3_15288|g1650.t1,0
Acremonium_persicinum3_15288|g1651.t1,0
Acremonium_persicinum3_15288|g1652.t1,0
Acremonium_persicinum3_15288|g1656.t1,0
Acremonium_persicinum3_15288|g1664.t1,0
Acremonium_persicinum3_15288|g1667.t1,0
Acremonium_persicinum3_15288|g1668.t1,0
Acremonium_persicinum3_15288|g1669.t1,0
Acremonium_persicinum3_15288|g1671.t1,0
Acremonium_persicinum3_15288|g1672.t1,0
Acremonium_persicinum3_15288|g1673.t1,0
Acremonium_persicinum3_15288|g1680.t1,0
Acremonium_persicinum3_15288|g1681.t1,0
Acremonium_persicinum3_15288|g1682.t1,0
Acremonium_persicinum3_15288|g1683.t1,1
Acremonium_persicinum3_15288|g1690.t1,0
Acremonium_persicinum3_15288|g1691.t1,0
Acremonium_persicinum3_15288|g1692.t1,0
Acremonium_persicinum3_15288|g1693.t1,0
Acremonium_persicinum3_15288|g1694.t1,0
Acremonium_persicinum3_15288|g1695.t1,0
Acremonium_persicinum3_15288|g1696.t1,0
Acremonium_persicinum3_15288|g1698.t1,0
Acremonium_persicinum3_15288|g1700.t1,0
Acremonium_persicinum3_15288|g1702.t1,1
Acremonium_persicinum3_15288|g1704.t1,0
Acremonium_persicinum3_15288|g1707.t1,0
Acremonium_persicinum3_15288|g1709.t1,0
Acremonium_persicinum3_15288|g1711.t1,0
Acremonium_persicinum3_15288|g1714.t1,0
Acremonium_persicinum3_15288|g1715.t1,0
