,Metagenome_count,Metatrans_count,Pangenome,A. persicinum_MAG,A. persicinum3.15288,A. persicinum3.1556,A. persicinum3.1579,A. persicinum3.2854,A. persicinum3.3503,A. persicinum3.2857,A. persicinum3.2858,A. persicinum3.2859,A. persicinum3.2862
C5293,39,17,1,0,1,1,1,1,1,1,1,1,1
C5294,2,1,1,0,1,1,1,1,1,1,1,1,1
C5296,25,187,1,0,1,1,1,1,1,1,1,1,1
C5297,69,50,1,0,1,1,1,1,1,1,1,1,1
C5298,44.609,59.238,1,0,1,1,1,1,1,1,1,1,1
C5299,113.61,117.599,1,0,1,1,1,1,1,1,1,1,1
C5300,73,93,1,0,1,1,1,1,1,1,1,1,1
C5301,38,3,1,0,1,1,1,1,1,1,1,1,1
C5302,48,32,1,0,1,1,1,1,1,1,1,1,1
C5304,109,30,1,0,1,1,1,1,1,1,1,1,1
C5305,22,0,1,0,1,1,1,1,1,1,1,1,1
C5306,46,46,1,0,1,1,1,1,1,1,1,1,1
C5307,61,193,1,0,1,1,1,1,1,1,1,1,1
C5308,30,11,1,0,1,1,1,1,1,1,1,1,1
C5310,20,0,1,0,1,1,1,1,1,1,1,1,1
C5311,53,3,1,0,1,1,1,1,1,1,1,1,1
C5312,6,0,1,0,1,1,1,1,1,1,1,1,1
C5313,64,29,1,0,1,1,1,1,1,1,1,1,1
C5315,33,18,1,0,1,1,1,1,1,1,1,1,1
C5316,72,160,1,0,1,1,1,1,1,1,1,1,1
C5317,94,0,1,0,1,1,1,1,1,1,1,1,1
C5318,13,1,1,0,1,1,1,1,1,1,1,1,1
C5319,60,87,1,0,1,1,1,1,1,1,1,1,1
C5320,25,2,1,0,1,1,1,1,1,1,1,1,1
C5321,27,21,1,0,1,1,1,1,1,1,1,1,1
C5322,52,805,1,0,1,1,1,1,1,1,1,1,1
C5323,61,19,1,0,1,1,1,1,1,1,1,1,1
C5324,95,2,1,0,1,1,1,1,1,1,1,1,1
C5325,30.391,19.387,1,0,1,1,1,1,1,1,1,1,1
C5327,76,41,1,0,1,1,1,1,1,1,1,1,1
C5328,61.942,2021.338,1,0,1,1,1,1,1,1,1,1,1
C5329,21,93,1,0,1,1,1,1,1,1,1,1,1
C5330,84,158,1,0,1,1,1,1,1,1,1,1,1
C5331,151,58,1,0,1,1,1,1,1,1,1,1,1
C5332,78,45,1,0,1,1,1,1,1,1,1,1,1
C5333,28,6,1,0,1,1,1,1,1,1,1,1,1
C5334,86,119,1,0,1,1,1,1,1,1,1,1,1
C5336,39.36,100.373,1,0,1,1,1,1,1,1,1,1,1
C5337,79.582,98,1,0,1,1,1,1,1,1,1,1,1
C5338,31,24,1,0,1,1,1,1,1,1,1,1,1
C5339,66,76,1,0,1,1,1,1,1,1,1,1,1
C5340,67,193,1,0,1,1,1,1,1,1,1,1,1
C5342,53,22,1,0,1,1,1,1,1,1,1,1,1
C5344,58,31,1,0,1,1,1,1,1,1,1,1,1
C5345,35,28,1,0,1,1,1,1,1,1,1,1,1
C5346,81,1,1,0,1,1,1,1,1,1,1,1,1
C5347,82,0,1,0,1,1,1,1,1,1,1,1,1
C5348,29,254,1,0,1,1,1,1,1,1,1,1,1
C5349,63,173,1,0,1,1,1,1,1,1,1,1,1
C5350,47,14,1,0,1,1,1,1,1,1,1,1,1
C5351,34,2,1,0,1,1,1,1,1,1,1,1,1
C5352,51,198,1,0,1,1,1,1,1,1,1,1,1
C5353,25,56,1,0,1,1,1,1,1,1,1,1,1
C5354,42,0,1,0,1,1,1,1,1,1,1,1,1
C5356,175.7,59.821,1,0,1,1,1,1,1,1,1,1,1
C5357,69,17,1,0,1,1,1,1,1,1,1,1,1
C5359,68,244,1,0,1,1,1,1,1,1,1,1,1
C5360,61,23,1,0,1,1,1,1,1,1,1,1,1
C5361,38,13,1,0,1,1,1,1,1,1,1,1,1
C5364,41,7,1,0,1,1,1,1,1,1,1,1,1
C5365,51,6,1,0,1,1,1,1,1,1,1,1,1
C5366,38,42,1,0,1,1,1,1,1,1,1,1,1
C5367,42,356,1,0,1,1,1,1,1,1,1,1,1
C5369,49,241,1,0,1,1,1,1,1,1,1,1,1
C5370,79,14,1,0,1,1,1,1,1,1,1,1,1
C5371,62.81,11,1,0,1,1,1,1,1,1,1,1,1
C5372,31,34,1,0,1,1,1,1,1,1,1,1,1
C5373,68,33,1,0,1,1,1,1,1,1,1,1,1
C5375,47,4,1,0,1,1,1,1,1,1,1,1,1
C5376,38,7,1,0,1,1,1,1,1,1,1,1,1
C5378,38,26,1,0,1,1,1,1,1,1,1,1,1
C5379,52.385,50.97,1,0,1,1,1,1,1,1,1,1,1
C5380,54,60,1,0,1,1,1,1,1,1,1,1,1
C5381,89,1,1,0,1,1,1,1,1,1,1,1,1
C5382,99,172,1,0,1,1,1,1,1,1,1,1,1
C5385,27,7,1,0,1,1,1,1,1,1,1,1,1
C5387,45,22,1,0,1,1,1,1,1,1,1,1,1
C5388,38,29,1,0,1,1,1,1,1,1,1,1,1
C5390,41,128,1,0,1,1,1,1,1,1,1,1,1
C5391,49,191.347,1,0,1,1,1,1,1,1,1,1,1
C5392,83,24,1,0,1,1,1,1,1,1,1,1,1
C5393,50,37,1,0,1,1,1,1,1,1,1,1,1
C5394,89,33,1,0,1,1,1,1,1,1,1,1,1
C5395,74,15,1,0,1,1,1,1,1,1,1,1,1
C5396,54,206,1,0,1,1,1,1,1,1,1,1,1
C5397,29,32,1,0,1,1,1,1,1,1,1,1,1
C5398,28,157,1,0,1,1,1,1,1,1,1,1,1
C5399,58,44,1,0,1,1,1,1,1,1,1,1,1
C5401,36,90,1,0,1,1,1,1,1,1,1,1,1
C5402,108,82,1,0,1,1,1,1,1,1,1,1,1
C5403,97,103,1,0,1,1,1,1,1,1,1,1,1
C5404,50.453,78.871,1,0,1,1,1,1,1,1,1,1,1
C5406,52,16,1,0,1,1,1,1,1,1,1,1,1
C5408,59,410,1,0,1,1,1,1,1,1,1,1,1
C5409,69,29,1,0,1,1,1,1,1,1,1,1,1
C5411,92.318,105.912,1,0,1,1,1,1,1,1,1,1,1
C5412,59,17,1,0,1,1,1,1,1,1,1,1,1
C5413,19,10,1,0,1,1,1,1,1,1,1,1,1
C5414,41,51,1,0,1,1,1,1,1,1,1,1,1
C5415,49,38,1,0,1,1,1,1,1,1,1,1,1
C5416,40.693,68,1,0,1,1,1,1,1,1,1,1,1
C5417,71,28,1,0,1,1,1,1,1,1,1,1,1
C5418,91,14,1,0,1,1,1,1,1,1,1,1,1
C5419,37,7,1,0,1,1,1,1,1,1,1,1,1
C5420,13,19,1,0,1,1,1,1,1,1,1,1,1
C5421,88,119,1,0,1,1,1,1,1,1,1,1,1
C5422,127,24,1,0,1,1,1,1,1,1,1,1,1
C5425,93,67,1,0,1,1,1,1,1,1,1,1,1
C5426,64,232,1,0,1,1,1,1,1,1,1,1,1
C5428,40,230,1,0,1,1,1,1,1,1,1,1,1
C5429,54,313,1,0,1,1,1,1,1,1,1,1,1
C5430,32,13,1,0,1,1,1,1,1,1,1,1,1
C5431,38,31,1,0,1,1,1,1,1,1,1,1,1
C5432,74,328.147,1,0,1,1,1,1,1,1,1,1,1
C5433,109,37,1,0,1,1,1,1,1,1,1,1,1
C5434,75,201,1,0,1,1,1,1,1,1,1,1,1
C5435,93,241,1,0,1,1,1,1,1,1,1,1,1
C5436,34,38,1,0,1,1,1,1,1,1,1,1,1
C5437,26,31,1,0,1,1,1,1,1,1,1,1,1
C5438,10,71,1,0,1,1,1,1,1,1,1,1,1
C5440,46,0,1,0,1,1,1,1,1,1,1,1,1
C5441,47.434,3,1,0,1,1,1,1,1,1,1,1,1
C5442,56,0,1,0,1,1,1,1,1,1,1,1,1
C5443,83,9,1,0,1,1,1,1,1,1,1,1,1
C5445,87,69,1,0,1,1,1,1,1,1,1,1,1
C5446,93,19,1,0,1,1,1,1,1,1,1,1,1
C5447,59,64,1,0,1,1,1,1,1,1,1,1,1
C5448,98,114,1,0,1,1,1,1,1,1,1,1,1
C5449,17,12,1,0,1,1,1,1,1,1,1,1,1
C5450,97,3,1,0,1,1,1,1,1,1,1,1,1
C5451,108,178,1,0,1,1,1,1,1,1,1,1,1
C5452,26,61,1,0,1,1,1,1,1,1,1,1,1
C5453,41,34,1,0,1,1,1,1,1,1,1,1,1
C5454,35,80,1,0,1,1,1,1,1,1,1,1,1
C5456,34,20,1,0,1,1,1,1,1,1,1,1,1
C5457,40,123,1,0,1,1,1,1,1,1,1,1,1
C5458,34,41,1,0,1,1,1,1,1,1,1,1,1
C5460,63,441,1,0,1,1,1,1,1,1,1,1,1
C5461,49,272,1,0,1,1,1,1,1,1,1,1,1
C5463,31,59,1,0,1,1,1,1,1,1,1,1,1
C5464,63,52,1,0,1,1,1,1,1,1,1,1,1
C5465,44,109,1,0,1,1,1,1,1,1,1,1,1
C5466,30,134,1,0,1,1,1,1,1,1,1,1,1
C5467,36,3,1,0,1,1,1,1,1,1,1,1,1
C5468,87,8,1,0,1,1,1,1,1,1,1,1,1
C5469,44,3,1,0,1,1,1,1,1,1,1,1,1
C5470,70,84,1,0,1,1,1,1,1,1,1,1,1
C5471,41,116,1,0,1,1,1,1,1,1,1,1,1
C5472,34.101,133.088,1,0,1,1,1,1,1,1,1,1,1
C5473,119,2104.892,1,0,1,1,1,1,1,1,1,1,1
C5474,43,42,1,0,1,1,1,1,1,1,1,1,1
C5475,92,334,1,0,1,1,1,1,1,1,1,1,1
C5476,71,265,1,0,1,1,1,1,1,1,1,1,1
C5477,82,43,1,0,1,1,1,1,1,1,1,1,1
C5478,7.555,4.957,1,0,1,1,1,1,1,1,1,1,1
C5480,60,18,1,0,1,1,1,1,1,1,1,1,1
C5481,40,22,1,0,1,1,1,1,1,1,1,1,1
C5482,65,184,1,0,1,1,1,1,1,1,1,1,1
C5483,36,116,1,0,1,1,1,1,1,1,1,1,1
C5485,85,10,1,0,1,1,1,1,1,1,1,1,1
C5486,66,817,1,0,1,1,1,1,1,1,1,1,1
C5487,46,3,1,0,1,1,1,1,1,1,1,1,1
C5488,60.711,87,1,0,1,1,1,1,1,1,1,1,1
C5489,94,81,1,0,1,1,1,1,1,1,1,1,1
C5490,53,51,1,0,1,1,1,1,1,1,1,1,1
C5491,85,429,1,0,1,1,1,1,1,1,1,1,1
C5492,56,54,1,0,1,1,1,1,1,1,1,1,1
C5493,21,53,1,0,1,1,1,1,1,1,1,1,1
C5495,86,174,1,0,1,1,1,1,1,1,1,1,1
C5496,645.878,1677.59,1,0,1,1,1,1,1,1,1,1,1
C5497,68,39,1,0,1,1,1,1,1,1,1,1,1
C5498,73,46,1,0,1,1,1,1,1,1,1,1,1
C5499,55,98,1,0,1,1,1,1,1,1,1,1,1
C5500,36,85,1,0,1,1,1,1,1,1,1,1,1
C5501,33,3,1,0,1,1,1,1,1,1,1,1,1
C5502,72,1458,1,0,1,1,1,1,1,1,1,1,1
C5503,113,285,1,0,1,1,1,1,1,1,1,1,1
C5504,19,135,1,0,1,1,1,1,1,1,1,1,1
C5506,41,401,1,0,1,1,1,1,1,1,1,1,1
C5507,55,42,1,0,1,1,1,1,1,1,1,1,1
C5508,50,10,1,0,1,1,1,1,1,1,1,1,1
C5509,39,197,1,0,1,1,1,1,1,1,1,1,1
C5510,76,107,1,0,1,1,1,1,1,1,1,1,1
C5511,87.347,19,1,0,1,1,1,1,1,1,1,1,1
C5512,53,54,1,0,1,1,1,1,1,1,1,1,1
C5513,54,2,1,0,1,1,1,1,1,1,1,1,1
C5516,42,2,1,0,1,1,1,1,1,1,1,1,1
C5518,53.549,4,1,0,1,1,1,1,1,1,1,1,1
C5519,46,2,1,0,1,1,1,1,1,1,1,1,1
C5520,14,468,1,0,1,1,1,1,1,1,1,1,1
C5523,76,714,1,0,1,1,1,1,1,1,1,1,1
C5525,23,1,1,0,1,1,1,1,1,1,1,1,1
C5526,60,93,1,0,1,1,1,1,1,1,1,1,1
C5528,47,29,1,0,1,1,1,1,1,1,1,1,1
C5529,57,6,1,0,1,1,1,1,1,1,1,1,1
C5530,64,26,1,0,1,1,1,1,1,1,1,1,1
C5531,17,40,1,0,1,1,1,1,1,1,1,1,1
C5533,54,39,1,0,1,1,1,1,1,1,1,1,1
C5534,23,44,1,0,1,1,1,1,1,1,1,1,1
C5535,102,165,1,0,1,1,1,1,1,1,1,1,1
C5536,47,688,1,0,1,1,1,1,1,1,1,1,1
C5537,36,2,1,0,1,1,1,1,1,1,1,1,1
C5538,52,196,1,0,1,1,1,1,1,1,1,1,1
C5539,71,70,1,0,1,1,1,1,1,1,1,1,1
C5540,73,47,1,0,1,1,1,1,1,1,1,1,1
C5541,17,1,1,0,1,1,1,1,1,1,1,1,1
C5542,15,2,1,0,1,1,1,1,1,1,1,1,1
C5543,68,101,1,0,1,1,1,1,1,1,1,1,1
C5544,74,251,1,0,1,1,1,1,1,1,1,1,1
C5545,68,20,1,0,1,1,1,1,1,1,1,1,1
C5546,62,145,1,0,1,1,1,1,1,1,1,1,1
C5547,36,50,1,0,1,1,1,1,1,1,1,1,1
C5548,24,7,1,0,1,1,1,1,1,1,1,1,1
C5549,27,31,1,0,1,1,1,1,1,1,1,1,1
C5550,65,242,1,0,1,1,1,1,1,1,1,1,1
C5551,44,4,1,0,1,1,1,1,1,1,1,1,1
C5552,74,25,1,0,1,1,1,1,1,1,1,1,1
C5553,42,72,1,0,1,1,1,1,1,1,1,1,1
C5554,80.13,348.16,1,0,1,1,1,1,1,1,1,1,1
C5555,53,122.998,1,0,1,1,1,1,1,1,1,1,1
C5556,37,81,1,0,1,1,1,1,1,1,1,1,1
C5557,58,212,1,0,1,1,1,1,1,1,1,1,1
C5558,32,117,1,0,1,1,1,1,1,1,1,1,1
C5559,38,14,1,0,1,1,1,1,1,1,1,1,1
C5560,64,19,1,0,1,1,1,1,1,1,1,1,1
C5562,28,120,1,0,1,1,1,1,1,1,1,1,1
C5563,44.51,185,1,0,1,1,1,1,1,1,1,1,1
C5564,40,458,1,0,1,1,1,1,1,1,1,1,1
C5565,65.206,40,1,0,1,1,1,1,1,1,1,1,1
C5566,29,3,1,0,1,1,1,1,1,1,1,1,1
C5568,36,65,1,0,1,1,1,1,1,1,1,1,1
C5572,46,57.809,1,0,1,1,1,1,1,1,1,1,1
C5578,9,0,1,0,1,1,1,1,1,1,1,1,1
C5579,23,0,1,0,1,1,1,1,1,1,1,1,1
C5580,87,50,1,0,1,1,1,1,1,1,1,1,1
C5581,43,63,1,0,1,1,1,1,1,1,1,1,1
C5583,135,294,1,0,1,1,1,1,1,1,1,1,1
C5585,89,114,1,0,1,1,1,1,1,1,1,1,1
C5586,37,3,1,0,1,1,1,1,1,1,1,1,1
C5587,53,78.301,1,0,1,1,1,1,1,1,1,1,1
C5589,3,0,1,0,1,1,1,1,1,1,1,1,1
C5590,53,98,1,0,1,1,1,1,1,1,1,1,1
C5591,77,2,1,0,1,1,1,1,1,1,1,1,1
C5592,51,25,1,0,1,1,1,1,1,1,1,1,1
C5593,59,23,1,0,1,1,1,1,1,1,1,1,1
C5594,49,285,1,0,1,1,1,1,1,1,1,1,1
C5595,24,12,1,0,1,1,1,1,1,1,1,1,1
C5596,46,1,1,0,1,1,1,1,1,1,1,1,1
C5597,37,29,1,0,1,1,1,1,1,1,1,1,1
C5598,105.722,215.599,1,0,1,1,1,1,1,1,1,1,1
C5599,36,1,1,0,1,1,1,1,1,1,1,1,1
C5600,28,98,1,0,1,1,1,1,1,1,1,1,1
C5601,111,216,1,0,1,1,1,1,1,1,1,1,1
C5602,47,608,1,0,1,1,1,1,1,1,1,1,1
C5603,69,35,1,0,1,1,1,1,1,1,1,1,1
C5604,203,776,1,0,1,1,1,1,1,1,1,1,1
C5605,85.709,56.325,1,0,1,1,1,1,1,1,1,1,1
C5606,69,66,1,0,1,1,1,1,1,1,1,1,1
C5607,43,1060,1,0,1,1,1,1,1,1,1,1,1
C5610,75,115,1,0,1,1,1,1,1,1,1,1,1
C5611,60,92,1,0,1,1,1,1,1,1,1,1,1
C5613,71,9,1,0,1,1,1,1,1,1,1,1,1
C5614,31,19,1,0,1,1,1,1,1,1,1,1,1
C5615,75,215,1,0,1,1,1,1,1,1,1,1,1
C5616,39,19,1,0,1,1,1,1,1,1,1,1,1
C5617,54,2,1,0,1,1,1,1,1,1,1,1,1
C5618,41,22,1,0,1,1,1,1,1,1,1,1,1
C5619,48,34,1,0,1,1,1,1,1,1,1,1,1
C5620,27,12,1,0,1,1,1,1,1,1,1,1,1
C5621,65.217,101.017,1,0,1,1,1,1,1,1,1,1,1
C5622,57.896,51,1,0,1,1,1,1,1,1,1,1,1
C5623,41,26,1,0,1,1,1,1,1,1,1,1,1
C5624,25,186,1,0,1,1,1,1,1,1,1,1,1
C5625,59,5,1,0,1,1,1,1,1,1,1,1,1
C5626,76,186,1,0,1,1,1,1,1,1,1,1,1
C5629,44,96,1,0,1,1,1,1,1,1,1,1,1
C5630,2,0,1,0,1,1,1,1,1,1,1,1,1
C5631,30,53,1,0,1,1,1,1,1,1,1,1,1
C5632,27,45,1,0,1,1,1,1,1,1,1,1,1
C5633,17,21,1,0,1,1,1,1,1,1,1,1,1
C5634,51,7,1,0,1,1,1,1,1,1,1,1,1
C5635,45,1352,1,0,1,1,1,1,1,1,1,1,1
C5637,37,1428,1,0,1,1,1,1,1,1,1,1,1
C5638,27,35,1,0,1,1,1,1,1,1,1,1,1
C5639,44,454,1,0,1,1,1,1,1,1,1,1,1
C5640,58,729,1,0,1,1,1,1,1,1,1,1,1
C5641,26,3,1,0,1,1,1,1,1,1,1,1,1
C5642,42,13,1,0,1,1,1,1,1,1,1,1,1
C5643,59,7,1,0,1,1,1,1,1,1,1,1,1
C5644,47,69,1,0,1,1,1,1,1,1,1,1,1
C5645,33,711.669,1,0,1,1,1,1,1,1,1,1,1
C5646,50,32,1,0,1,1,1,1,1,1,1,1,1
C5648,110,776,1,0,1,1,1,1,1,1,1,1,1
C5649,33,105,1,0,1,1,1,1,1,1,1,1,1
C5650,10,0,1,0,1,1,1,1,1,1,1,1,1
C5651,55,71,1,0,1,1,1,1,1,1,1,1,1
C5654,54.393,267.836,1,0,1,1,1,1,1,1,1,1,1
C5655,31,42,1,0,1,1,1,1,1,1,1,1,1
C5656,93,527,1,0,1,1,1,1,1,1,1,1,1
C5657,35,2,1,0,1,1,1,1,1,1,1,1,1
C5658,57,18,1,0,1,1,1,1,1,1,1,1,1
C5659,48,210,1,0,1,1,1,1,1,1,1,1,1
C5660,65,25,1,0,1,1,1,1,1,1,1,1,1
C5662,98,17,1,0,1,1,1,1,1,1,1,1,1
C5663,45,111,1,0,1,1,1,1,1,1,1,1,1
C5664,15,4,1,0,1,1,1,1,1,1,1,1,1
C5665,33,836.556,1,0,1,1,1,1,1,1,1,1,1
C5666,39,10,1,0,1,1,1,1,1,1,1,1,1
C5667,49.999,15,1,0,1,1,1,1,1,1,1,1,1
C5668,60,105,1,0,1,1,1,1,1,1,1,1,1
C5669,27,2,1,0,1,1,1,1,1,1,1,1,1
C5670,88,5,1,0,1,1,1,1,1,1,1,1,1
C5673,51,14,1,0,1,1,1,1,1,1,1,1,1
C5674,68,117,1,0,1,1,1,1,1,1,1,1,1
C5675,23,586,1,0,1,1,1,1,1,1,1,1,1
C5676,97,502,1,0,1,1,1,1,1,1,1,1,1
C5677,47,536,1,0,1,1,1,1,1,1,1,1,1
C5678,18.394,3,1,0,1,1,1,1,1,1,1,1,1
C5679,31,71,1,0,1,1,1,1,1,1,1,1,1
C5680,82,171,1,0,1,1,1,1,1,1,1,1,1
C5681,64,99,1,0,1,1,1,1,1,1,1,1,1
C5682,91,63,1,0,1,1,1,1,1,1,1,1,1
C5683,55,3,1,0,1,1,1,1,1,1,1,1,1
C5684,26,1470,1,0,1,1,1,1,1,1,1,1,1
C5687,69,4,1,0,1,1,1,1,1,1,1,1,1
C5689,46,7,1,0,1,1,1,1,1,1,1,1,1
C5691,37,39,1,0,1,1,1,1,1,1,1,1,1
C5692,65,89,1,0,1,1,1,1,1,1,1,1,1
C5693,80,21,1,0,1,1,1,1,1,1,1,1,1
C5694,87,112,1,0,1,1,1,1,1,1,1,1,1
C5695,53,1244.351,1,0,1,1,1,1,1,1,1,1,1
C5696,28,216,1,0,1,1,1,1,1,1,1,1,1
C5697,61,48,1,0,1,1,1,1,1,1,1,1,1
C5698,53,34,1,0,1,1,1,1,1,1,1,1,1
C5700,64.194,245.282,1,0,1,1,1,1,1,1,1,1,1
C5701,67,50,1,0,1,1,1,1,1,1,1,1,1
C5702,43,160,1,0,1,1,1,1,1,1,1,1,1
C5703,48,205,1,0,1,1,1,1,1,1,1,1,1
C5704,37,26,1,0,1,1,1,1,1,1,1,1,1
C5705,28,124,1,0,1,1,1,1,1,1,1,1,1
C5706,39,140,1,0,1,1,1,1,1,1,1,1,1
C5707,71,83,1,0,1,1,1,1,1,1,1,1,1
C5708,32,31,1,0,1,1,1,1,1,1,1,1,1
C5709,9,14,1,0,1,1,1,1,1,1,1,1,1
C5710,78,48,1,0,1,1,1,1,1,1,1,1,1
C5711,53,40,1,0,1,1,1,1,1,1,1,1,1
C5712,29.614,8.616,1,0,1,1,1,1,1,1,1,1,1
C5713,38,15,1,0,1,1,1,1,1,1,1,1,1
C5714,45,116,1,0,1,1,1,1,1,1,1,1,1
C5715,106,28,1,0,1,1,1,1,1,1,1,1,1
C5716,37,19,1,0,1,1,1,1,1,1,1,1,1
C5717,149.88,473.734,1,0,1,1,1,1,1,1,1,1,1
C5718,34,29,1,0,1,1,1,1,1,1,1,1,1
C5719,32,7,1,0,1,1,1,1,1,1,1,1,1
C5720,34,65,1,0,1,1,1,1,1,1,1,1,1
C5721,47.562,675.938,1,0,1,1,1,1,1,1,1,1,1
C5722,75,70,1,0,1,1,1,1,1,1,1,1,1
C5723,66,62,1,0,1,1,1,1,1,1,1,1,1
C5724,57.429,8,1,0,1,1,1,1,1,1,1,1,1
C5725,81,22,1,0,1,1,1,1,1,1,1,1,1
C5726,87,14,1,0,1,1,1,1,1,1,1,1,1
C5728,9,1,1,0,1,1,1,1,1,1,1,1,1
C5731,91,20,1,0,1,1,1,1,1,1,1,1,1
C5732,37,76,1,0,1,1,1,1,1,1,1,1,1
C5734,44,123,1,0,1,1,1,1,1,1,1,1,1
C5735,47,69,1,0,1,1,1,1,1,1,1,1,1
C5736,125,148.685,1,0,1,1,1,1,1,1,1,1,1
C5737,35,4,1,0,1,1,1,1,1,1,1,1,1
C5738,43,35,1,0,1,1,1,1,1,1,1,1,1
C5739,42,16,1,0,1,1,1,1,1,1,1,1,1
C5742,56,36,1,0,1,1,1,1,1,1,1,1,1
C5743,75,0,1,0,1,1,1,1,1,1,1,1,1
C5744,76,42,1,0,1,1,1,1,1,1,1,1,1
C5745,111,69,1,0,1,1,1,1,1,1,1,1,1
C5746,63,182,1,0,1,1,1,1,1,1,1,1,1
C5747,32,8,1,0,1,1,1,1,1,1,1,1,1
C5748,79,44,1,0,1,1,1,1,1,1,1,1,1
C5749,37,8,1,0,1,1,1,1,1,1,1,1,1
C5750,19,448,1,0,1,1,1,1,1,1,1,1,1
C5751,32,36,1,0,1,1,1,1,1,1,1,1,1
C5752,68,9,1,0,1,1,1,1,1,1,1,1,1
C5754,14,0,1,0,1,1,1,1,1,1,1,1,1
C5756,68,17,1,0,1,1,1,1,1,1,1,1,1
C5757,66,139,1,0,1,1,1,1,1,1,1,1,1
C5758,150,231,1,0,1,1,1,1,1,1,1,1,1
C5759,31,7,1,0,1,1,1,1,1,1,1,1,1
C5760,78,1,1,0,1,1,1,1,1,1,1,1,1
C5763,60,73,1,0,1,1,1,1,1,1,1,1,1
C5764,38,2,1,0,1,1,1,1,1,1,1,1,1
C5766,73,72,1,0,1,1,1,1,1,1,1,1,1
C5767,31,335,1,0,1,1,1,1,1,1,1,1,1
C5768,26,5,1,0,1,1,1,1,1,1,1,1,1
C5770,74,368,1,0,1,1,1,1,1,1,1,1,1
C5771,87,15,1,0,1,1,1,1,1,1,1,1,1
C5772,77,97,1,0,1,1,1,1,1,1,1,1,1
C5773,59,360,1,0,1,1,1,1,1,1,1,1,1
C5774,36,36,1,0,1,1,1,1,1,1,1,1,1
C5775,53,115,1,0,1,1,1,1,1,1,1,1,1
C5776,34,23,1,0,1,1,1,1,1,1,1,1,1
C5777,84,7,1,0,1,1,1,1,1,1,1,1,1
C5778,59,37,1,0,1,1,1,1,1,1,1,1,1
C5779,84,14,1,0,1,1,1,1,1,1,1,1,1
C5781,39,13,1,0,1,1,1,1,1,1,1,1,1
C5783,51,140,1,0,1,1,1,1,1,1,1,1,1
C5784,31,3,1,0,1,1,1,1,1,1,1,1,1
C5786,83,116,1,0,1,1,1,1,1,1,1,1,1
C5787,122,487,1,0,1,1,1,1,1,1,1,1,1
C5788,24,70,1,0,1,1,1,1,1,1,1,1,1
C5790,58,80,1,0,1,1,1,1,1,1,1,1,1
C5791,96.411,43,1,0,1,1,1,1,1,1,1,1,1
C5792,61,50,1,0,1,1,1,1,1,1,1,1,1
C5793,17,1,1,0,1,1,1,1,1,1,1,1,1
C5794,50,33,1,0,1,1,1,1,1,1,1,1,1
C5795,80,70,1,0,1,1,1,1,1,1,1,1,1
C5797,73,19,1,0,1,1,1,1,1,1,1,1,1
C5799,38,1006.45,1,0,1,1,1,1,1,1,1,1,1
C5800,195,30,1,0,1,1,1,1,1,1,1,1,1
C5802,24,254,1,0,1,1,1,1,1,1,1,1,1
C5803,15,1,1,0,1,1,1,1,1,1,1,1,1
C5805,56,8,1,0,1,1,1,1,1,1,1,1,1
C5806,64,3,1,0,1,1,1,1,1,1,1,1,1
C5807,62,106,1,0,1,1,1,1,1,1,1,1,1
C5808,52,166,1,0,1,1,1,1,1,1,1,1,1
C5809,66,17,1,0,1,1,1,1,1,1,1,1,1
C5810,79,264,1,0,1,1,1,1,1,1,1,1,1
C5811,138,45,1,0,1,1,1,1,1,1,1,1,1
C5812,64,108,1,0,1,1,1,1,1,1,1,1,1
C5813,44,178,1,0,1,1,1,1,1,1,1,1,1
C5814,33,3,1,0,1,1,1,1,1,1,1,1,1
C5815,56,77,1,0,1,1,1,1,1,1,1,1,1
C5816,66,81,1,0,1,1,1,1,1,1,1,1,1
C5817,46.776,89,1,0,1,1,1,1,1,1,1,1,1
C5818,135,3,1,0,1,1,1,1,1,1,1,1,1
C5819,67.335,1,1,0,1,1,1,1,1,1,1,1,1
C5820,64,103,1,0,1,1,1,1,1,1,1,1,1
C5821,24,32,1,0,1,1,1,1,1,1,1,1,1
C5822,68,198,1,0,1,1,1,1,1,1,1,1,1
C5824,29,81,1,0,1,1,1,1,1,1,1,1,1
C5825,62,68,1,0,1,1,1,1,1,1,1,1,1
C5827,131,2,1,0,1,1,1,1,1,1,1,1,1
C5828,94,16,1,0,1,1,1,1,1,1,1,1,1
C5830,66,18,1,0,1,1,1,1,1,1,1,1,1
C5831,12,1,1,0,1,1,1,1,1,1,1,1,1
C5832,17,36,1,0,1,1,1,1,1,1,1,1,1
C5833,63,9,1,0,1,1,1,1,1,1,1,1,1
C5835,56.565,15.616,1,0,1,1,1,1,1,1,1,1,1
C5836,132,4,1,0,1,1,1,1,1,1,1,1,1
C5837,43,22,1,0,1,1,1,1,1,1,1,1,1
C5838,86.686,41,1,0,1,1,1,1,1,1,1,1,1
C5840,84,103,1,0,1,1,1,1,1,1,1,1,1
C5841,43,21,1,0,1,1,1,1,1,1,1,1,1
C5842,114,42,1,0,1,1,1,1,1,1,1,1,1
C5843,62,8,1,0,1,1,1,1,1,1,1,1,1
C5844,19,26,1,0,1,1,1,1,1,1,1,1,1
C5846,30.39,19.983,1,0,1,1,1,1,1,1,1,1,1
C5850,46,0,1,0,1,1,1,1,1,1,1,1,1
